# Model: wabs(mekal) for r2500-50 spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID  AddTx    Eta  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi T/TBF    lo    hi  N/NBF     lo     hi       z     Cr   Junk  chisq    dof
1E0657_56                   3184    1.0   0.15  6.53  0.00  0.00 11.09 10.53 11.70  0.30  0.25  0.34   1.12e-02   1.11e-02   1.13e-02  0.93  0.87  0.98  0.889  0.876  0.900  0.2960  0.559      0   1.04    350
1E0657_56                   3184    2.0   0.15  6.53  0.00  0.00  9.53  9.10 10.01  0.27  0.23  0.31   1.08e-02   1.07e-02   1.09e-02  0.79  0.75  0.84  0.857  0.844  0.869  0.2960  0.524      0   0.95    348
1E0657_56                   3184    3.0   0.15  6.53  0.00  0.00  9.17  8.77  9.61  0.21  0.17  0.25   1.13e-02   1.12e-02   1.15e-02  0.77  0.73  0.81  0.898  0.884  0.909  0.2960  0.540      0   1.13    351
1E0657_56                   3184    0.5    0.1  6.53  0.00  0.00 11.63 11.00 12.30  0.30  0.25  0.35   1.09e-02   1.08e-02   1.11e-02  0.97  0.91  1.03  0.867  0.854  0.878  0.2960  0.548      0   0.96    348
1E0657_56                   3184   0.75    0.1  6.53  0.00  0.00 10.87 10.33 11.47  0.29  0.24  0.34   1.11e-02   1.10e-02   1.12e-02  0.91  0.86  0.96  0.880  0.867  0.891  0.2960  0.552      0   1.11    352
1E0657_56                   3184    1.0    0.1  6.53  0.00  0.00 11.11 10.54 11.74  0.28  0.23  0.32   1.10e-02   1.09e-02   1.12e-02  0.93  0.87  0.98  0.875  0.862  0.887  0.2960  0.548      0   1.01    348
1E0657_56                   3184    2.0    0.1  6.53  0.00  0.00 10.22  9.76 10.74  0.26  0.22  0.30   1.15e-02   1.14e-02   1.17e-02  0.85  0.81  0.90  0.913  0.900  0.926  0.2960  0.564      0   0.94    349
1E0657_56                   3184    3.0    0.1  6.53  0.00  0.00 10.41  9.92 10.95  0.25  0.20  0.29   1.17e-02   1.15e-02   1.18e-02  0.87  0.82  0.92  0.928  0.914  0.939  0.2960  0.573      0   0.97    351
1E0657_56                   3184    0.5   0.05  6.53  0.00  0.00 11.17 10.60 11.82  0.26  0.21  0.30   1.09e-02   1.07e-02   1.10e-02  0.93  0.88  0.99  0.863  0.851  0.874  0.2960  0.539      0   1.05    349
1E0657_56                   3184   0.75   0.05  6.53  0.00  0.00 10.96 10.43 11.57  0.29  0.24  0.34   1.09e-02   1.08e-02   1.11e-02  0.91  0.87  0.97  0.867  0.854  0.878  0.2960  0.544      0   1.08    348
1E0657_56                   3184    1.0   0.05  6.53  0.00  0.00 11.48 10.87 12.15  0.23  0.18  0.28   1.11e-02   1.09e-02   1.12e-02  0.96  0.90  1.02  0.880  0.866  0.891  0.2960  0.548      0   0.96    350
1E0657_56                   3184    2.0   0.05  6.53  0.00  0.00 11.02 10.46 11.62  0.28  0.24  0.33   1.13e-02   1.11e-02   1.14e-02  0.92  0.87  0.97  0.895  0.882  0.907  0.2960  0.561      0   0.99    348
1E0657_56                   3184    3.0   0.05  6.53  0.00  0.00 11.08 10.53 11.68  0.29  0.24  0.33   1.13e-02   1.12e-02   1.15e-02  0.92  0.87  0.98  0.901  0.887  0.912  0.2960  0.565      0   1.08    350
1E0657_56                   5356    0.5    0.4  6.53  0.00  0.00 11.29 10.72 11.92  0.28  0.24  0.33   1.11e-02   1.09e-02   1.12e-02  0.94  0.89  1.00  0.877  0.864  0.888  0.2960  0.521      0   0.98    354
1E0657_56                   5356   0.75    0.4  6.53  0.00  0.00 10.74 10.21 11.34  0.29  0.24  0.33   1.01e-02   1.00e-02   1.03e-02  0.90  0.85  0.95  0.805  0.793  0.816  0.2960  0.476      0   1.03    351
1E0657_56                   5356    1.0    0.4  6.53  0.00  0.00  9.60  9.13 10.10  0.25  0.20  0.29   9.68e-03   9.54e-03   9.81e-03  0.80  0.76  0.85  0.768  0.755  0.778  0.2960  0.444      0   1.06    346
1E0657_56                   5356    2.0    0.4  6.53  0.00  0.00  6.90  6.65  7.16  0.20  0.17  0.23   1.13e-02   1.11e-02   1.15e-02  0.58  0.55  0.60  0.897  0.882  0.910  0.2960  0.475      0   1.11    341
1E0657_56                   5356    3.0    0.4  6.53  0.00  0.00  6.84  6.60  7.10  0.16  0.14  0.19   1.16e-02   1.14e-02   1.18e-02  0.57  0.55  0.60  0.920  0.905  0.933  0.2960  0.481      0   1.12    342
1E0657_56                   5356    0.5    0.3  6.53  0.00  0.00 11.32 10.76 11.94  0.27  0.22  0.31   1.10e-02   1.09e-02   1.11e-02  0.94  0.89  1.00  0.872  0.860  0.883  0.2960  0.517      0   1.12    349
1E0657_56                   5356   0.75    0.3  6.53  0.00  0.00 10.48  9.98 11.05  0.32  0.28  0.37   1.00e-02   9.89e-03   1.02e-02  0.87  0.83  0.93  0.795  0.783  0.806  0.2960  0.472      0   0.97    349
1E0657_56                   5356    1.0    0.3  6.53  0.00  0.00  9.66  9.21 10.15  0.20  0.16  0.24   1.06e-02   1.05e-02   1.07e-02  0.81  0.76  0.85  0.840  0.828  0.852  0.2960  0.481      0   1.06    347
1E0657_56                   5356    2.0    0.3  6.53  0.00  0.00  7.99  7.68  8.33  0.19  0.16  0.23   1.10e-02   1.08e-02   1.11e-02  0.67  0.64  0.70  0.869  0.856  0.883  0.2960  0.478      0   1.02    345
1E0657_56                   5356    3.0    0.3  6.53  0.00  0.00  7.63  7.35  7.93  0.21  0.18  0.24   1.18e-02   1.16e-02   1.19e-02  0.64  0.61  0.67  0.933  0.918  0.946  0.2960  0.509      0   1.04    346
1E0657_56                   5356    0.5    0.2  6.53  0.00  0.00 10.70 10.18 11.29  0.33  0.29  0.38   1.09e-02   1.08e-02   1.11e-02  0.89  0.84  0.95  0.868  0.855  0.879  0.2960  0.518      0   0.96    355
1E0657_56                   5356   0.75    0.2  6.53  0.00  0.00 10.53 10.04 11.08  0.27  0.23  0.31   1.12e-02   1.11e-02   1.14e-02  0.88  0.83  0.93  0.891  0.878  0.903  0.2960  0.524      0   1.02    352
1E0657_56                   5356    1.0    0.2  6.53  0.00  0.00 10.26  9.79 10.77  0.23  0.19  0.27   1.15e-02   1.13e-02   1.16e-02  0.86  0.81  0.90  0.909  0.895  0.920  0.2960  0.528      0   0.95    353
1E0657_56                   5356    2.0    0.2  6.53  0.00  0.00  8.88  8.51  9.28  0.20  0.17  0.24   1.11e-02   1.10e-02   1.13e-02  0.74  0.71  0.78  0.883  0.869  0.896  0.2960  0.498      0   1.09    346
1E0657_56                   5356    3.0    0.2  6.53  0.00  0.00  8.82  8.46  9.20  0.24  0.20  0.27   1.17e-02   1.15e-02   1.18e-02  0.74  0.70  0.77  0.926  0.912  0.938  0.2960  0.526      0   1.10    351
1E0657_56                   5356    0.5   0.15  6.53  0.00  0.00 12.00 11.36 12.70  0.27  0.22  0.32   1.09e-02   1.07e-02   1.10e-02  1.00  0.94  1.06  0.862  0.850  0.874  0.2960  0.514      0   1.08    353
1E0657_56                   5356   0.75   0.15  6.53  0.00  0.00 11.96 11.33 12.65  0.27  0.22  0.31   1.10e-02   1.09e-02   1.12e-02  1.00  0.94  1.06  0.874  0.862  0.886  0.2960  0.521      0   1.04    352
1E0657_56                   5356    1.0   0.15  6.53  0.00  0.00 10.42  9.94 10.95  0.26  0.22  0.30   1.12e-02   1.11e-02   1.14e-02  0.87  0.82  0.92  0.891  0.878  0.903  0.2960  0.522      0   0.99    354
1E0657_56                   5356    2.0   0.15  6.53  0.00  0.00  9.79  9.36 10.25  0.22  0.18  0.26   1.19e-02   1.17e-02   1.20e-02  0.82  0.78  0.86  0.943  0.929  0.954  0.2960  0.542      0   0.95    350
1E0657_56                   5356    3.0   0.15  6.53  0.00  0.00  9.52  9.11  9.96  0.24  0.20  0.27   1.22e-02   1.21e-02   1.24e-02  0.79  0.76  0.83  0.971  0.957  0.983  0.2960  0.558      0   1.03    357
1E0657_56                   5356    0.5    0.1  6.53  0.00  0.00 11.78 11.19 12.42  0.27  0.23  0.32   1.21e-02   1.19e-02   1.22e-02  0.98  0.93  1.04  0.958  0.945  0.970  0.2960  0.570      0   1.03    356
1E0657_56                   5356   0.75    0.1  6.53  0.00  0.00 11.80 11.17 12.50  0.24  0.20  0.29   1.09e-02   1.08e-02   1.10e-02  0.98  0.93  1.05  0.866  0.853  0.877  0.2960  0.513      0   0.92    352
1E0657_56                   5356    1.0    0.1  6.53  0.00  0.00 11.21 10.66 11.83  0.29  0.25  0.34   1.10e-02   1.09e-02   1.12e-02  0.94  0.88  0.99  0.875  0.862  0.886  0.2960  0.521      0   0.97    354
1E0657_56                   5356    2.0    0.1  6.53  0.00  0.00 10.01  9.56 10.50  0.27  0.23  0.31   1.15e-02   1.14e-02   1.17e-02  0.84  0.79  0.88  0.915  0.902  0.927  0.2960  0.534      0   1.00    352
1E0657_56                   5356    3.0    0.1  6.53  0.00  0.00  9.71  9.29 10.15  0.25  0.22  0.29   1.19e-02   1.17e-02   1.20e-02  0.81  0.77  0.85  0.941  0.927  0.953  0.2960  0.545      0   1.07    354
1E0657_56                   5356    0.5   0.05  6.53  0.00  0.00 11.64 11.07 12.27  0.29  0.24  0.33   1.21e-02   1.20e-02   1.23e-02  0.97  0.92  1.03  0.962  0.948  0.973  0.2960  0.574      0   1.10    357
1E0657_56                   5356   0.75   0.05  6.53  0.00  0.00 11.23 10.70 11.80  0.26  0.22  0.31   1.21e-02   1.20e-02   1.23e-02  0.94  0.89  0.99  0.964  0.951  0.976  0.2960  0.570      0   0.97    356
1E0657_56                   5356    1.0   0.05  6.53  0.00  0.00 12.10 11.48 12.77  0.26  0.21  0.30   1.21e-02   1.20e-02   1.23e-02  1.01  0.95  1.07  0.964  0.951  0.976  0.2960  0.574      0   1.00    354
1E0657_56                   5356    2.0   0.05  6.53  0.00  0.00 10.35  9.89 10.85  0.28  0.24  0.32   1.24e-02   1.22e-02   1.25e-02  0.86  0.82  0.91  0.982  0.968  0.993  0.2960  0.577      0   0.96    354
1E0657_56                   5356    3.0   0.05  6.53  0.00  0.00 10.85 10.34 11.42  0.25  0.21  0.30   1.14e-02   1.12e-02   1.15e-02  0.91  0.86  0.96  0.904  0.891  0.915  0.2960  0.532      0   0.99    353
1E0657_56                   5361    0.5    0.4  6.53  0.00  0.00 11.94 11.28 12.66  0.32  0.27  0.37   1.09e-02   1.07e-02   1.10e-02  1.00  0.94  1.06  0.862  0.849  0.874  0.2960  0.548      0   0.94    343
1E0657_56                   5361   0.75    0.4  6.53  0.00  0.00 10.02  9.51 10.60  0.27  0.22  0.32   9.36e-03   9.22e-03   9.50e-03  0.84  0.79  0.89  0.743  0.730  0.754  0.2960  0.459      0   0.94    341
1E0657_56                   5361    1.0    0.4  6.53  0.00  0.00  8.89  8.46  9.37  0.20  0.16  0.24   9.50e-03   9.36e-03   9.66e-03  0.74  0.70  0.78  0.754  0.741  0.766  0.2960  0.451      0   1.10    338
1E0657_56                   5361    2.0    0.4  6.53  0.00  0.00  6.41  6.16  6.66  0.11  0.09  0.14   1.09e-02   1.07e-02   1.11e-02  0.53  0.51  0.56  0.865  0.851  0.879  0.2960  0.463      0   1.22    330
1E0657_56                   5361    3.0    0.4  6.53  0.00  0.00  6.52  6.28  6.77  0.20  0.17  0.22   1.17e-02   1.15e-02   1.19e-02  0.54  0.52  0.57  0.928  0.912  0.943  0.2960  0.511      0   1.15    336
1E0657_56                   5361    0.5    0.3  6.53  0.00  0.00 11.00 10.43 11.65  0.24  0.20  0.29   1.11e-02   1.10e-02   1.13e-02  0.92  0.87  0.98  0.883  0.869  0.894  0.2960  0.548      0   0.87    348
1E0657_56                   5361   0.75    0.3  6.53  0.00  0.00 10.88 10.29 11.54  0.23  0.18  0.28   1.01e-02   9.97e-03   1.03e-02  0.91  0.85  0.97  0.803  0.790  0.814  0.2960  0.496      0   0.94    340
1E0657_56                   5361    1.0    0.3  6.53  0.00  0.00  9.52  9.05 10.04  0.25  0.21  0.30   9.57e-03   9.43e-03   9.72e-03  0.79  0.75  0.84  0.760  0.747  0.771  0.2960  0.464      0   1.14    339
1E0657_56                   5361    2.0    0.3  6.53  0.00  0.00  7.59  7.28  7.92  0.21  0.17  0.24   1.09e-02   1.08e-02   1.11e-02  0.63  0.60  0.66  0.868  0.853  0.881  0.2960  0.501      0   1.14    341
1E0657_56                   5361    3.0    0.3  6.53  0.00  0.00  7.57  7.27  7.89  0.18  0.15  0.21   1.15e-02   1.13e-02   1.16e-02  0.63  0.60  0.66  0.909  0.893  0.923  0.2960  0.519      0   1.01    340
1E0657_56                   5361    0.5    0.2  6.53  0.00  0.00 10.78 10.21 11.41  0.25  0.20  0.29   1.10e-02   1.09e-02   1.12e-02  0.90  0.85  0.96  0.877  0.863  0.888  0.2960  0.543      0   0.90    346
1E0657_56                   5361   0.75    0.2  6.53  0.00  0.00 11.52 10.91 12.18  0.22  0.17  0.27   1.12e-02   1.10e-02   1.13e-02  0.96  0.91  1.02  0.886  0.872  0.897  0.2960  0.549      0   0.81    344
1E0657_56                   5361    1.0    0.2  6.53  0.00  0.00 10.52  9.96 11.14  0.23  0.18  0.27   1.01e-02   1.00e-02   1.03e-02  0.88  0.83  0.93  0.805  0.792  0.816  0.2960  0.497      0   1.15    345
1E0657_56                   5361    2.0    0.2  6.53  0.00  0.00  9.07  8.66  9.51  0.22  0.19  0.26   1.11e-02   1.09e-02   1.12e-02  0.76  0.72  0.80  0.879  0.865  0.891  0.2960  0.529      0   1.06    343
1E0657_56                   5361    3.0    0.2  6.53  0.00  0.00  8.84  8.46  9.25  0.20  0.17  0.24   1.16e-02   1.15e-02   1.18e-02  0.74  0.70  0.78  0.922  0.908  0.936  0.2960  0.549      0   0.94    344
1E0657_56                   5361    0.5   0.15  6.53  0.00  0.00 10.94 10.39 11.55  0.32  0.27  0.37   1.10e-02   1.08e-02   1.11e-02  0.91  0.86  0.97  0.872  0.859  0.884  0.2960  0.549      0   1.11    346
1E0657_56                   5361   0.75   0.15  6.53  0.00  0.00 10.90 10.34 11.51  0.24  0.20  0.29   1.12e-02   1.11e-02   1.14e-02  0.91  0.86  0.96  0.890  0.877  0.902  0.2960  0.553      0   1.00    348
1E0657_56                   5361    1.0   0.15  6.53  0.00  0.00 10.77 10.22 11.39  0.27  0.22  0.31   1.12e-02   1.11e-02   1.14e-02  0.90  0.85  0.95  0.892  0.879  0.905  0.2960  0.555      0   0.90    347
1E0657_56                   5361    2.0   0.15  6.53  0.00  0.00  9.78  9.31 10.30  0.25  0.21  0.30   1.07e-02   1.05e-02   1.08e-02  0.82  0.77  0.86  0.846  0.832  0.858  0.2960  0.519      0   1.06    343
1E0657_56                   5361    3.0   0.15  6.53  0.00  0.00  9.19  8.78  9.63  0.26  0.22  0.30   1.11e-02   1.09e-02   1.13e-02  0.77  0.73  0.81  0.881  0.867  0.893  0.2960  0.535      0   1.05    342
1E0657_56                   5361    0.5    0.1  6.53  0.00  0.00 11.54 10.91 12.24  0.24  0.19  0.29   1.09e-02   1.08e-02   1.10e-02  0.96  0.91  1.02  0.865  0.851  0.876  0.2960  0.540      0   0.98    345
1E0657_56                   5361   0.75    0.1  6.53  0.00  0.00 11.52 10.89 12.21  0.25  0.20  0.30   1.09e-02   1.08e-02   1.10e-02  0.96  0.90  1.02  0.869  0.855  0.875  0.2960  0.542      0   0.99    347
1E0657_56                   5361    1.0    0.1  6.53  0.00  0.00 11.26 10.68 11.89  0.30  0.25  0.34   1.09e-02   1.08e-02   1.11e-02  0.94  0.89  1.00  0.868  0.855  0.879  0.2960  0.546      0   0.97    347
1E0657_56                   5361    2.0    0.1  6.53  0.00  0.00 10.70 10.16 11.29  0.26  0.21  0.30   1.14e-02   1.13e-02   1.16e-02  0.89  0.84  0.95  0.908  0.894  0.920  0.2960  0.563      0   0.95    350
1E0657_56                   5361    3.0    0.1  6.53  0.00  0.00 10.62 10.11 11.18  0.24  0.20  0.29   1.18e-02   1.16e-02   1.19e-02  0.89  0.84  0.94  0.935  0.921  0.947  0.2960  0.577      0   0.91    348
1E0657_56                   5361    0.5   0.05  6.53  0.00  0.00 10.83 10.29 11.43  0.31  0.26  0.36   1.10e-02   1.08e-02   1.11e-02  0.90  0.85  0.96  0.872  0.859  0.883  0.2960  0.547      0   0.94    347
1E0657_56                   5361   0.75   0.05  6.53  0.00  0.00 11.40 10.81 12.07  0.25  0.20  0.30   1.10e-02   1.08e-02   1.11e-02  0.95  0.90  1.01  0.872  0.858  0.883  0.2960  0.544      0   0.95    347
1E0657_56                   5361    1.0   0.05  6.53  0.00  0.00 11.43 10.83 12.10  0.27  0.22  0.32   1.10e-02   1.09e-02   1.12e-02  0.95  0.90  1.01  0.873  0.860  0.885  0.2960  0.548      0   1.06    347
1E0657_56                   5361    2.0   0.05  6.53  0.00  0.00 10.73 10.20 11.32  0.29  0.24  0.34   1.12e-02   1.10e-02   1.13e-02  0.89  0.85  0.95  0.885  0.872  0.897  0.2960  0.553      0   0.88    343
1E0657_56                   5361    3.0   0.05  6.53  0.00  0.00 10.70 10.16 11.29  0.26  0.21  0.30   1.15e-02   1.14e-02   1.17e-02  0.89  0.84  0.95  0.914  0.900  0.926  0.2960  0.567      0   1.04    348
1RXS_J2129.4-0741           3199    0.5    0.4  4.36  0.00  0.00  8.99  6.90 12.38  0.64  0.29  1.07   1.50e-03   1.35e-03   1.67e-03  1.09  0.81  1.53  0.808  0.715  0.907  0.5700  0.076      0   0.84     34
1RXS_J2129.4-0741           3199   0.75    0.4  4.36  0.00  0.00 12.30  8.68 19.73  0.10  0.00  0.47   1.69e-03   1.54e-03   1.82e-03  1.50  1.02  2.43  0.909  0.814  0.993  0.5700  0.081      0   0.95     36
1RXS_J2129.4-0741           3199    1.0    0.4  4.36  0.00  0.00  6.96  5.42  9.26  0.34  0.06  0.64   1.48e-03   1.32e-03   1.66e-03  0.85  0.64  1.15  0.793  0.698  0.901  0.5700  0.067      0   1.10     30
1RXS_J2129.4-0741           3199    2.0    0.4  4.36  0.00  0.00  6.07  4.88  7.76  0.40  0.15  0.69   1.69e-03   1.52e-03   1.88e-03  0.74  0.57  0.97  0.907  0.803  1.022  0.5700  0.073      0   0.55     32
1RXS_J2129.4-0741           3199    3.0    0.4  4.36  0.00  0.00  5.02  4.04  6.38  0.35  0.11  0.64   1.80e-03   1.60e-03   2.02e-03  0.61  0.47  0.80  0.970  0.850  1.096  0.5700  0.072      0   1.07     32
1RXS_J2129.4-0741           3199    0.5    0.3  4.36  0.00  0.00  9.35  7.16 12.90  0.62  0.28  1.05   1.53e-03   1.37e-03   1.70e-03  1.14  0.84  1.60  0.823  0.728  0.922  0.5700  0.077      0   1.15     34
1RXS_J2129.4-0741           3199   0.75    0.3  4.36  0.00  0.00  7.36  5.76  9.96  0.66  0.34  1.04   1.50e-03   1.32e-03   1.66e-03  0.90  0.68  1.24  0.809  0.703  0.905  0.5700  0.073      0   1.15     32
1RXS_J2129.4-0741           3199    1.0    0.3  4.36  0.00  0.00  7.50  5.93  9.91  0.41  0.14  0.71   1.71e-03   1.54e-03   1.89e-03  0.91  0.69  1.23  0.921  0.815  1.026  0.5700  0.080      0   0.88     35
1RXS_J2129.4-0741           3199    2.0    0.3  4.36  0.00  0.00  5.70  4.68  7.07  0.61  0.33  0.92   1.77e-03   1.59e-03   1.96e-03  0.69  0.55  0.89  0.953  0.842  1.067  0.5700  0.077      0   0.68     34
1RXS_J2129.4-0741           3199    3.0    0.3  4.36  0.00  0.00  6.08  4.85  7.95  0.26  0.01  0.52   1.84e-03   1.67e-03   2.03e-03  0.74  0.57  0.99  0.989  0.885  1.106  0.5700  0.076      0   0.80     33
1RXS_J2129.4-0741           3199    0.5    0.2  4.36  0.00  0.00  7.09  5.62  9.22  0.21  0.00  0.46   1.76e-03   1.57e-03   1.95e-03  0.86  0.66  1.15  0.945  0.831  1.061  0.5700  0.077      0   1.36     34
1RXS_J2129.4-0741           3199   0.75    0.2  4.36  0.00  0.00  7.48  5.91 10.19  0.32  0.01  0.62   1.70e-03   1.55e-03   1.87e-03  0.91  0.69  1.26  0.915  0.818  1.020  0.5700  0.079      0   1.06     35
1RXS_J2129.4-0741           3199    1.0    0.2  4.36  0.00  0.00  7.12  5.57  9.46  0.41  0.15  0.71   1.64e-03   1.48e-03   1.83e-03  0.87  0.65  1.18  0.884  0.783  0.997  0.5700  0.074      0   0.97     33
1RXS_J2129.4-0741           3199    2.0    0.2  4.36  0.00  0.00  5.86  4.83  7.28  0.42  0.19  0.69   1.85e-03   1.66e-03   2.06e-03  0.71  0.56  0.91  0.994  0.881  1.118  0.5700  0.079      0   0.97     35
1RXS_J2129.4-0741           3199    3.0    0.2  4.36  0.00  0.00  6.68  5.28  8.69  0.18  0.00  0.40   1.91e-03   1.71e-03   2.12e-03  0.81  0.62  1.08  1.025  0.907  1.150  0.5700  0.082      0   1.19     36
1RXS_J2129.4-0741           3199    0.5   0.15  4.36  0.00  0.00 10.12  7.70 14.58  0.50  0.16  0.89   1.65e-03   1.50e-03   1.82e-03  1.23  0.90  1.80  0.889  0.794  0.988  0.5700  0.082      0   0.90     37
1RXS_J2129.4-0741           3199   0.75   0.15  4.36  0.00  0.00  7.35  5.82  9.61  0.33  0.09  0.59   1.70e-03   1.54e-03   1.88e-03  0.89  0.68  1.20  0.916  0.813  1.021  0.5700  0.076      0   0.70     34
1RXS_J2129.4-0741           3199    1.0   0.15  4.36  0.00  0.00  8.74  6.72 12.20  0.58  0.24  0.98   1.51e-03   1.37e-03   1.69e-03  1.06  0.79  1.51  0.811  0.723  0.918  0.5700  0.075      0   0.78     34
1RXS_J2129.4-0741           3199    2.0   0.15  4.36  0.00  0.00  6.04  4.92  7.56  0.43  0.20  0.68   1.88e-03   1.69e-03   2.08e-03  0.74  0.57  0.95  1.012  0.895  1.129  0.5700  0.083      0   1.13     37
1RXS_J2129.4-0741           3199    3.0   0.15  4.36  0.00  0.00  6.43  5.23  8.11  0.38  0.15  0.64   1.86e-03   1.68e-03   2.07e-03  0.78  0.61  1.02  1.001  0.888  1.125  0.5700  0.080      0   1.08     35
1RXS_J2129.4-0741           3199    0.5    0.1  4.36  0.00  0.00  7.10  5.62  9.18  0.37  0.13  0.64   1.78e-03   1.61e-03   1.97e-03  0.86  0.66  1.15  0.954  0.853  1.069  0.5700  0.081      0   0.88     36
1RXS_J2129.4-0741           3199   0.75    0.1  4.36  0.00  0.00  8.17  6.40 11.02  0.18  0.00  0.44   1.74e-03   1.57e-03   1.90e-03  0.99  0.75  1.37  0.935  0.832  1.034  0.5700  0.075      0   0.84     33
1RXS_J2129.4-0741           3199    1.0    0.1  4.36  0.00  0.00  9.56  7.28 13.10  0.36  0.03  0.74   1.59e-03   1.42e-03   1.75e-03  1.16  0.85  1.63  0.853  0.754  0.952  0.5700  0.078      0   1.31     34
1RXS_J2129.4-0741           3199    2.0    0.1  4.36  0.00  0.00  7.84  6.10 10.51  0.26  0.01  0.52   1.77e-03   1.60e-03   1.94e-03  0.95  0.72  1.31  0.950  0.847  1.055  0.5700  0.079      0   1.08     35
