MACS_J2049.9-3217          3283        312.4844        -32.3178   5.72E+20   5.99e+20   1.05
MACS_J2211.7-0349          3284        332.9411         -3.8587   5.18E+20   5.86e+20   1.13
MACS_J2214.9-1359          3259        333.7394        -14.0299   2.86E+20   3.32e+20   1.16
MACS_J2214.9-1359          5011        333.7395        -14.0378   2.86E+20   3.32e+20   1.16
MACS_J2228+2036            3285        337.1411         20.6228   4.42E+20   4.52e+20   1.02
MACS_J2229.7-2755          3286        337.4390        -27.9474   1.34E+20   1.34e+20   1.00
MACS_J2245.0+2637          3287        341.2694         26.6053   4.86E+20   5.50e+20   1.13
MKW3S                       900        230.4664          7.7783   2.37E+20   3.05e+20   1.29
MKW_04                     3234        181.1134          1.9436   1.75E+20   1.90e+20   1.09
MKW_08                     4942        220.1651          3.4890   2.36E+20   2.60e+20   1.10
MS_0016.9+1609              520          4.6396         16.4979   4.11E+20   4.06e+20   0.99
MS_0116.3-0115             4963         19.7248         -1.0255   4.07E+20   3.83e+20   0.94
MS_0440.5+0204             4196         70.7915          2.1855   9.79E+20   9.10e+20   0.93
MS_0451.6-0305              902         73.5459         -2.9735   3.59E+20   5.68e+20   1.58
MS_0735.6+7421             4197        115.4344         74.2619   3.21E+20   3.40e+20   1.06
MS_0839.8+2938             2224        130.7332         29.4351   4.12E+20   3.92e+20   0.95
MS_0906.5+1110              924        137.3031         11.0789   3.31E+20   3.60e+20   1.09
MS_1006.0+1202              925        152.1977         11.6938   3.48E+20   3.63e+20   1.04
MS_1008.1-1224              926        152.6347        -12.7563   5.91E+20   6.71e+20   1.14
MS_1455.0+2232             4192        224.3128         22.2287   3.21E+20   3.35e+20   1.04
MS_2137.3-2353             4974        325.0632        -23.6758   3.84E+20   3.40e+20   0.89
MS_J1157.3+5531            4964        179.9679         55.5360   1.13E+20   1.22e+20   1.08
NGC_0507                   2882         20.9163         33.2343   5.30E+20   5.30e+20   1.00
NGC_4636                   3926        190.7077          2.7365   1.90E+20   1.90e+20   1.00
NGC_4636                   4415        190.7078          2.7261   1.90E+20   1.90e+20   1.00
NGC_5044                   3225        198.8498        -16.4113   5.04E+20   5.04e+20   1.00
NGC_5044                   3664        198.8499        -16.4113   5.04E+20   5.04e+20   1.00
NGC_5813                   5907        225.2969          1.7203   4.34E+20   4.34e+20   1.00
NGC_5846                    788        226.6220          1.5937   4.21E+20   4.21e+20   1.00
OPHIUCHUS                  3200        258.1155        -23.3936   2.05E+21   3.60e+21   1.76
PKS_0745-191               2427        116.8810        -19.3239   4.25E+21   4.08e+21   0.96
PKS_0745-191                508        116.8811        -19.2877   4.31E+21   4.08e+21   0.95
PKS_0745-191               6103        116.8811        -19.2563   4.33E+21   4.08e+21   0.94
RBS_0461                   4182         55.3229         15.3723   1.59E+21   1.62e+21   1.02
RBS_0533                   3186         64.9088          2.3292   1.00E+21   1.15e+21   1.15
RBS_0533                   3187         64.9089          2.4002   1.01E+21   1.15e+21   1.14
RBS_0533                   5800         64.9089          2.5005   1.01E+21   1.15e+21   1.14
RBS_0533                   5801         64.9088          2.4014   1.01E+21   1.15e+21   1.14
RBS_0797                   2202        146.8034         76.4380   2.16E+20   2.22e+20   1.03
RX_J0220.9-3829            9411         35.2358        -38.5289   2.11E+20   1.85e+20   0.88
RX_J0232.2-4420            4993         38.0782        -44.3121   1.69E+20   2.53e+20   1.50
RX_J0439+0520               527         69.7592          5.4326   8.62E+20   1.00e+21   1.16
RX_J0439.0+0715            1449         69.7530          7.3362   8.79E+20   1.12e+21   1.27
RX_J0439.0+0715            3583         69.7530          7.2434   8.92E+20   1.12e+21   1.26
RX_J0528.9-3927            4994         82.2210        -39.5247   2.14E+20   2.36e+20   1.10
RX_J0647.7+7015            3196        101.9585         70.2757   4.79E+20   5.18e+20   1.08
RX_J0647.7+7015            3584        101.9588         70.3046   4.79E+20   5.18e+20   1.08
RX_J0819.6+6336            2199        124.8583         63.6514   3.55E+20   4.11e+20   1.16
RX_J1000.4+4409            9421        150.1334         44.1624   1.09E+20   1.08e+20   0.99
RX_J1022.1+3830            6942        155.5418         38.5239   1.72E+20   1.41e+20   0.82
RX_J1130.0+3637            6945        172.5116         36.6389   2.05E+20   2.10e+20   1.02
RX_J1320.2+3308            6941        200.0610         33.1701   1.36E+20   1.06e+20   0.78
RX_J1347.5-1145            3592        206.8775        -11.8019   4.75E+20   4.89e+20   1.03
RX_J1347.5-1145             507        206.8775        -11.7799   4.75E+20   4.89e+20   1.03
RX_J1504.1-0248            5793        226.0309         -2.7628   6.17E+20   6.27e+20   1.02
RX_J1532.9+3021            1649        233.2241         30.3265   2.25E+20   2.21e+20   0.98
RX_J1532.9+3021            1665        233.2242         30.2995   2.25E+20   2.21e+20   0.98
RX_J1720.1+2638            4361        260.0414         26.5750   3.42E+20   4.02e+20   1.18
RX_J1720.2+3536            3280        260.0706         35.6038   3.57E+20   3.35e+20   0.94
RX_J1720.2+3536            6107        260.0706         35.6199   3.62E+20   3.35e+20   0.93
RX_J1720.2+3536            7225        260.0706         35.6201   3.62E+20   3.35e+20   0.93
RX_J1852.1+5711            5749        283.0367         57.2097   4.30E+20   5.17e+20   1.20
RX_J2129.6+0005             552        322.4164          0.0448   3.64E+20   4.30e+20   1.18
SC_1327-312                4165        202.4491        -31.5049   3.84E+20   3.89e+20   1.01
SERSIC_159-03              1668        348.4949        -42.6983   1.12E+20   1.89e+20   1.69
SS2B153                    3243        162.6089        -12.7925   3.82E+20   4.12e+20   1.08
UGC_03957                  8265        115.2430         55.4116   4.10E+20   4.63e+20   1.13
ZWCL_1215                  4184        184.4238          3.6366   1.83E+20   1.76e+20   0.96
ZWCL_1358+6245              516        209.9605         62.5086   1.67E+20   1.94e+20   1.16
ZWCL_1742                  8267        266.0605         33.0356   4.02E+20   3.66e+20   0.91
ZWCL_1953                  1659        132.5278         36.1422   3.03E+20   3.10e+20   1.02
ZWCL_3146                   909        155.9156          4.1561   2.27E+20   2.70e+20   1.19
ZWCL_7160                   543        224.3131         22.2739   3.23E+20   3.10e+20   0.96
ZWICKY_2701                3195        148.2049         51.9135   7.33E+19   8.30e+19   1.13
ZwCl_0857.9+2107           7897        135.1535         20.9265   2.82E+20   3.38e+20   1.20
