# Model: wabs(mekal) for total spectra; Fit Range = 2.0 - 7.0; Count Rates = 2.0 - 7.0 keV
# Nh frozen = yes; Fe frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr  chisq    dof
ABELL_2667                  2214   0.37   3.01  1.64  0.00  0.00  5.33  4.56  6.37  0.31  0.31  0.31   1.00e-02   9.23e-03   1.10e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.313   1.32    107
ABELL_2670                  4959   1.07   4.10  2.88  0.00  0.00  4.25  3.88  4.69  0.25  0.25  0.25   6.13e-03   5.78e-03   6.50e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0763  0.185   1.17    231
ABELL_2744                  2212   0.28   3.77  1.82  0.00  0.00  5.96  5.32  6.76  0.19  0.19  0.19   1.03e-02   9.69e-03   1.09e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3080  0.275   1.23    206
ABELL_3112                  2516   1.13   3.00  2.50  0.00  0.00  4.46  4.09  4.90  0.51  0.51  0.51   1.22e-02   1.16e-02   1.28e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0720  0.471   1.15    190
ABELL_3158                  3201   1.40   4.10  1.60  0.00  0.00  5.14  4.82  5.50  0.30  0.30  0.30   1.59e-02   1.54e-02   1.64e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0580  0.553   1.02    269
ABELL_3266                   899   1.38   3.80  1.72  0.00  0.00 12.57 11.28 14.18  0.32  0.32  0.32   1.47e-02   1.45e-02   1.50e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0590  0.579   1.14    282
ABELL_3558                  1646   1.69   3.03  3.84  0.00  0.00  6.13  5.40  7.08  0.33  0.33  0.33   1.14e-02   1.08e-02   1.20e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0480  0.492   0.85    170
ABELL_3562                  4167   1.66   4.10  3.90  0.00  0.00  4.69  4.25  5.21  0.30  0.30  0.30   8.61e-03   8.15e-03   9.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0490  0.286   0.89    177
ABELL_3571                  4203   2.07   2.17  4.66  0.00  0.00  7.45  6.10  9.39  0.30  0.30  0.30   1.77e-03   1.67e-03   1.88e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0391  0.082   1.12     79
ABELL_4038                  4992   2.70   4.10  1.57  0.00  0.00  2.94  2.78  3.11  0.30  0.30  0.30   9.23e-03   8.79e-03   9.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.238   1.06    211
AC_114                      1562   0.28   3.62  1.44  0.00  0.00  7.18  6.18  8.49  0.30  0.30  0.30   4.41e-03   4.18e-03   4.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3120  0.133   1.10    296
CL_1221+4918                1662   0.14   1.86  1.44  0.00  0.00  4.41  3.34  6.12  0.30  0.30  0.30   9.42e-04   7.27e-04   1.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7000  0.010   1.32     58
CL_1416+4446                 541   0.22   2.15  1.24  0.00  0.00 79.90 49.62 79.90  0.30  0.30  0.30   1.26e-03   1.16e-03   1.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4000  0.035   3.39     33
CYGNUS_A                     360   1.45   2.39 35.23  0.00  0.00  7.53  6.85  8.20  0.72  0.72  0.72   8.45e-03   8.27e-03   8.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0561  0.396   1.70    258
ESO_3060170                 3189   2.26   4.10  3.43  0.00  0.00  2.88  2.41  3.52  0.30  0.30  0.30   3.38e-03   2.89e-03   3.94e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.083   1.09     55
ESO_5520200                 3206   2.57   4.10  4.29  0.00  0.00  2.45  1.95  3.27  0.30  0.30  0.30   1.44e-03   1.10e-03   1.77e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0314  0.031   1.79     50
EXO_0422-086                4183   2.04   4.10  6.22  0.00  0.00  2.96  2.61  3.40  0.30  0.30  0.30   7.00e-03   6.26e-03   7.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0397  0.181   0.99     75
HERCULES_A                  1625   0.54   2.32  6.27  0.00  0.00  3.51  3.00  4.23  0.45  0.45  0.45   4.29e-03   3.78e-03   4.86e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.123   1.09     63
IRAS_09104+4109              509   0.21   2.69  1.36  0.00  0.00 79.90 73.39 79.90  0.30  0.30  0.30   2.01e-02   1.93e-02   2.08e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.627   2.67     96
MS_0016.9+1609               520   0.17   2.70  4.06  0.00  0.00  6.90  6.15  7.78  0.30  0.30  0.30   3.79e-03   3.57e-03   4.04e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5410  0.074   1.15    194
MS_0302.7+1658               525   0.21   2.02 10.95  0.00  0.00  1.83  1.09  4.42  0.30  0.30  0.30   1.50e-03   0.00e+00   4.45e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4240  0.008   1.09      6
MS_0440.5+0204              4196   0.44   3.02  9.10  0.00  0.00 79.90 65.05 79.90  0.30  0.30  0.30   6.62e-03   6.30e-03   6.92e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1900  0.254   2.03     82
MS_0451.6-0305               902   0.17   2.53  5.68  0.00  0.00  8.18  6.76 10.11  0.28  0.28  0.28   3.65e-03   3.39e-03   3.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5386  0.084   1.10    143
MS_0735.6+7421              4197   0.39   2.81  3.40  0.00  0.00  4.03  3.70  4.48  0.37  0.37  0.37   5.26e-03   4.91e-03   5.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2160  0.142   1.16    207
MS_0839.8+2938              2224   0.43   3.07  3.92  0.00  0.00  3.65  3.05  4.71  0.59  0.59  0.59   2.88e-03   2.48e-03   3.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1940  0.083   0.82    109
MS_1006.0+1202               925   0.39   4.10  3.63  0.00  0.00 69.29 29.16 79.90  0.37  0.37  0.37   4.92e-03   4.42e-03   5.14e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2210  0.158   2.03    135
MS_1008.1-1224               926   0.29   3.96  6.71  0.00  0.00 79.90 63.02 79.90  0.72  0.72  0.72   4.27e-03   4.10e-03   4.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3010  0.130   2.47    152
MS_1054.5-0321               512   0.12   2.20  3.69  0.00  0.00 14.56  9.01 34.16  0.07  0.07  0.07   1.48e-03   1.32e-03   1.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8300  0.030   1.23    118
MS_1137.5+6625               536   0.12   1.59  1.18  0.00  0.00 79.88 57.72 79.90  0.30  0.30  0.30   1.02e-03   9.73e-04   1.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.7820  0.020   2.55     69
MS_1455.0+2232              4192   0.33   3.54  3.35  0.00  0.00  4.51  4.17  4.91  0.35  0.35  0.35   4.56e-03   4.32e-03   4.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2590  0.101   1.37    278
MS_1621.5+2640               546   0.21   2.92  3.59  0.00  0.00  5.97  4.47  8.41  0.30  0.30  0.30   1.75e-03   1.50e-03   2.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4260  0.039   1.10     75
MS_2053.7-0449              1667   0.16   2.55  5.16  0.00  0.00  2.73  1.65  5.60  0.31  0.31  0.31   6.05e-04   0.00e+00   1.36e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5830  0.004   0.92     42
MS_2137.3-2353               928   0.28   2.62  3.40  0.00  0.00  6.27  5.14  7.66  0.53  0.53  0.53   2.81e-03   2.60e-03   3.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3130  0.088   1.10    129
OPHIUCHUS                   3200   2.89   3.00 19.84  0.00  0.00  8.42  7.74  9.21  0.30  0.30  0.30   6.48e-03   6.35e-03   6.62e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  0.296   1.24    261
PKS_0745-191                 508   0.80   2.98 40.82  0.00  0.00 79.90 75.89 79.90  0.30  0.30  0.30   7.60e-02   7.49e-02   7.71e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  2.906   2.85    286
PKS_0745-191                6103   0.80   4.10 40.80  0.00  0.00  8.12  7.45  8.92  0.30  0.30  0.30   3.49e-02   3.39e-02   3.58e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  1.259   1.04    265
RBS_0797                    2202   0.25   4.10  2.22  0.00  0.00  5.58  4.49  7.08  0.30  0.30  0.30   5.70e-03   5.04e-03   6.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.127   0.93     76
RX_J0647.7+7015             3584   0.16   4.10  5.18  0.00  0.00  5.44  4.20  7.33  0.30  0.30  0.30   3.73e-03   3.12e-03   4.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.057   1.05     76
RX_J0819.6+6336             2199   0.70   2.98  4.11  0.00  0.00  2.54  2.06  3.25  0.30  0.30  0.30   3.45e-03   2.78e-03   4.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.077   1.21     53
RX_J0820.9+0752             1647   0.75   3.03  2.37  0.00  0.00 79.90  0.08 79.90  0.30  0.30  0.30   5.69e-03   4.89e-03   6.14e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.229   1.03     27
RX_J1347.5-1145             3592   0.20   4.10  4.89  0.00  0.00 12.32 11.17 13.68  0.30  0.30  0.30   1.04e-02   1.01e-02   1.06e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.271   1.16    308
RX_J1347.5-1145              507   0.20   3.08  4.89  0.00  0.00 13.19 10.40 20.26  0.37  0.37  0.37   1.05e-02   1.00e-02   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.325   1.06    109
RX_J1423.8+2404             1657   0.17   4.10  2.65  0.00  0.00  5.53  3.85  8.81  0.30  0.30  0.30   1.84e-03   1.42e-03   2.42e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.031   1.48     59
RX_J1423.8+2404             4195   0.17   2.93  2.65  0.00  0.00  3.74  3.27  4.39  0.30  0.30  0.30   2.34e-03   2.03e-03   2.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.030   1.10    242
RX_J1532.9+3021             1649   0.25   2.89  2.21  0.00  0.00  5.05  3.94  6.71  0.34  0.34  0.34   5.16e-03   4.43e-03   6.12e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.128   0.89     56
RX_J1532.9+3021             1665   0.25   4.10  2.21  0.00  0.00  6.05  4.75  8.01  0.30  0.30  0.30   4.85e-03   4.27e-03   5.60e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.117   1.04     63
RX_J1720.1+2638             4361   0.51   4.10  4.02  0.00  0.00  7.37  6.60  8.27  0.30  0.30  0.30   1.05e-02   1.01e-02   1.09e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.358   1.11    249
