MACS_J2211.7-0349		3284	57.265231	-45.356790
MACS_J2214.9-1359		3259	44.732828	-51.287187
MACS_J2214.9-1359		5011	44.732734	-51.287282
MACS_J2228+2036		3285	83.305453	-31.043200
MACS_J2229.7-2755		3286	23.125386	-58.689879
MACS_J2243.3-0935		3260	56.939781	-55.089020
MACS_J2245.0+2637		3287	90.822519	-28.244013
MACS_J2311+0338		3288	80.995192	-50.919304
MKW3S		900	11.400558	49.451540
MS_0016.9+1609		520	111.60653	-45.710541
MS_0302.7+1658		525	163.06423	-35.051498
MS_0440.5+0204_dag		4196	194.90118	-27.058344
MS_0451.6-0305		902	201.49654	-27.329419
MS_0735.6+7421		4197	140.64898	29.436982
MS_0839.8+2938		2224	194.79990	35.911991
MS_0906.5+1110		924	218.83725	35.519542
MS_1006.0+1202		925	226.72609	48.945126
MS_1008.1-1224		926	253.25726	34.263803
MS_1054.5-0321		512	256.56951	48.666440
MS_1455.0+2232		4192	30.385706	61.111331
MS_1621.5+2640		546	45.010772	43.045814
MS_2053.7-0449		1667	43.810913	-29.783567
MS_2053.7-0449		551	43.810876	-29.783619
MS_2137.3-2353		4974	26.489497	-46.937206
MS_J1157.3+5531_dag		4964	137.60372	60.100196
NGC_6338_dag		4194	85.806217	35.398953
PKS_0745-191		6103	236.44162	3.0297648
RBS_0797		2202	135.03127	36.053234
RDCS_1252-29		4198	303.31418	33.414825
RX_J0232.2-4420		4993	259.96165	-63.447250
RX_J0340-4542		6954	253.40322	-51.805693
RX_J0439+0520		527	191.29578	-26.195494
RX_J0439.0+0715		1449	189.52684	-25.119616
RX_J0439.0+0715		3583	189.52692	-25.119666
RX_J0528.9-3927		4994	244.37398	-32.141935
RX_J0647.7+7015		3196	144.84523	25.114168
RX_J0647.7+7015		3584	144.84516	25.114304
RX_J0819.6+6336_dag		2199	152.65600	33.822502
RX_J0910+5422		2452	162.84735	41.813846
RX_J1053+5735		4936	149.00320	53.165331
RX_J1347.5-1145		3592	324.03736	48.807614
RX_J1347.5-1145		507	324.03735	48.807551
RX_J1350+6007		2229	109.91744	55.483978
RX_J1423.8+2404		1657	29.756430	68.985922
RX_J1423.8+2404		4195	29.756574	68.985919
RX_J1504.1-0248		5793	355.07565	46.199299
RX_J1525+0958		1664	14.924868	50.061907
RX_J1532.9+3021		1649	47.886077	54.635441
RX_J1532.9+3021		1665	47.885893	54.635432
RX_J1716.9+6708		548	97.521110	33.979173
RX_J1720.1+2638		4361	49.219592	30.856581
RX_J1720.2+3536		3280	59.483789	33.076185
RX_J1720.2+3536		6107	59.483734	33.076201
RX_J1720.2+3536		7225	59.483672	33.076190
RX_J2011.3-5725		4995	340.16071	-33.240842
RX_J2129.6+0005		552	53.660083	-34.477253
S0463		6956	262.42190	-42.355181
S0463		7250	262.42192	-42.355123
TRIANG_AUSTR_dag		1281	324.60550	-11.525002
V_1121.0+2327		1660	218.13353	69.246284
ZWCL_1215		4184	282.50636	65.185291
ZWCL_1358+6245		516	109.94601	52.851580
ZWCL_1953		1659	186.99540	38.649082
ZWCL_3146		909	239.40427	47.960534
ZWCL_5247		539	289.05469	72.194338
ZWCL_7160		543	30.386611	61.111177
ZWICKY_2701		3195	163.87785	48.549876
ZwCL_1332.8+5043		5772	106.52984	65.221887
ZwCl_0848.5+3341		4205	190.28466	38.563500
