# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2      N2/N1
MS_2053.7-0449          551   3.66   1.00   0.98   0.023000   0.027710  4.302e-04  1.479e-06     0.0034
MS_2053.7-0449          551   3.66   1.00   0.99   0.023000   0.027920  4.346e-04  2.948e-07     0.0007
MS_2137.3-2353         4974   6.01   0.50   0.80   0.421000   0.441700  2.680e-03  5.110e-04     0.1907
MS_2137.3-2353         4974   6.01   0.50   0.85   0.421000   0.412600  2.848e-03  2.187e-04     0.0768
MS_2137.3-2353         4974   6.01   0.50   0.90   0.421000   0.449400  3.015e-03  7.135e-05     0.0237
MS_2137.3-2353         4974   6.01   0.50   0.95   0.421000   0.459800  3.183e-03  2.366e-05     0.0074
MS_2137.3-2353         4974   6.01   0.50   0.96   0.421000   0.472500  3.216e-03  2.439e-05     0.0076
MS_2137.3-2353         4974   6.01   0.50   0.97   0.421000   0.478000  3.250e-03  9.392e-05     0.0289
MS_2137.3-2353         4974   6.01   0.50   0.98   0.421000   0.482500  3.283e-03  6.630e-05     0.0202
MS_2137.3-2353         4974   6.01   0.50   0.99   0.421000   0.480900  3.317e-03  1.305e-05     0.0039
MS_2137.3-2353         4974   6.01   0.75   0.80   0.421000   0.440700  2.680e-03  2.465e-04     0.0920
MS_2137.3-2353         4974   6.01   0.75   0.85   0.421000   0.439300  2.848e-03  2.077e-04     0.0729
MS_2137.3-2353         4974   6.01   0.75   0.90   0.421000   0.431900  3.015e-03  8.579e-05     0.0285
MS_2137.3-2353         4974   6.01   0.75   0.95   0.421000   0.467900  3.183e-03  5.635e-05     0.0177
MS_2137.3-2353         4974   6.01   0.75   0.96   0.421000   0.474600  3.216e-03  4.790e-05     0.0149
MS_2137.3-2353         4974   6.01   0.75   0.97   0.421000   0.472700  3.250e-03  9.985e-06     0.0031
MS_2137.3-2353         4974   6.01   0.75   0.98   0.421000   0.486900  3.283e-03  9.430e-06     0.0029
MS_2137.3-2353         4974   6.01   0.75   0.99   0.421000   0.490200  3.317e-03  6.656e-06     0.0020
MS_2137.3-2353         4974   6.01   1.00   0.80   0.421000   0.440300  2.680e-03  2.874e-04     0.1073
MS_2137.3-2353         4974   6.01   1.00   0.85   0.421000   0.441000  2.848e-03  1.589e-04     0.0558
MS_2137.3-2353         4974   6.01   1.00   0.90   0.421000   0.440500  3.015e-03  4.827e-05     0.0160
MS_2137.3-2353         4974   6.01   1.00   0.95   0.421000   0.458100  3.183e-03  1.407e-05     0.0044
MS_2137.3-2353         4974   6.01   1.00   0.96   0.421000   0.461300  3.216e-03  1.119e-05     0.0035
MS_2137.3-2353         4974   6.01   1.00   0.97   0.421000   0.483200  3.250e-03  3.461e-05     0.0106
MS_2137.3-2353         4974   6.01   1.00   0.98   0.421000   0.482900  3.283e-03  2.076e-05     0.0063
MS_2137.3-2353         4974   6.01   1.00   0.99   0.421000   0.479400  3.317e-03  2.076e-05     0.0063
#########################
# 4964: no fit data in /Users/cavagnolo/research/me_temp_proj/me_fits/dat/c2fits_final_r2500-50_fefree_7-7.dat
#########################
# 4194: no fit data in /Users/cavagnolo/research/me_temp_proj/me_fits/dat/c2fits_final_r2500-50_fefree_7-7.dat
PKS_0745-191           6103   8.13   0.50   0.80   4.004000   4.134000  3.744e-02  2.969e-02     0.7929
PKS_0745-191           6103   8.13   0.50   0.85   4.004000   4.200000  3.978e-02  2.672e-02     0.6717
PKS_0745-191           6103   8.13   0.50   0.90   4.004000   4.190000  4.212e-02  1.840e-02     0.4367
PKS_0745-191           6103   8.13   0.50   0.95   4.004000   4.174000  4.446e-02  1.196e-02     0.2690
PKS_0745-191           6103   8.13   0.50   0.96   4.004000   4.180000  4.493e-02  9.689e-03     0.2157
PKS_0745-191           6103   8.13   0.50   0.97   4.004000   4.147000  4.540e-02  8.236e-03     0.1814
PKS_0745-191           6103   8.13   0.50   0.98   4.004000   4.179000  4.586e-02  7.778e-03     0.1696
PKS_0745-191           6103   8.13   0.50   0.99   4.004000   4.227000  4.633e-02  6.479e-03     0.1398
PKS_0745-191           6103   8.13   0.75   0.80   4.004000   4.157000  3.744e-02  1.930e-02     0.5156
PKS_0745-191           6103   8.13   0.75   0.85   4.004000   4.144000  3.978e-02  1.564e-02     0.3931
PKS_0745-191           6103   8.13   0.75   0.90   4.004000   4.178000  4.212e-02  1.104e-02     0.2620
PKS_0745-191           6103   8.13   0.75   0.95   4.004000   4.178000  4.446e-02  7.177e-03     0.1614
PKS_0745-191           6103   8.13   0.75   0.96   4.004000   4.167000  4.493e-02  6.101e-03     0.1358
PKS_0745-191           6103   8.13   0.75   0.97   4.004000   4.180000  4.540e-02  5.491e-03     0.1209
PKS_0745-191           6103   8.13   0.75   0.98   4.004000   4.182000  4.586e-02  4.667e-03     0.1018
PKS_0745-191           6103   8.13   0.75   0.99   4.004000   4.204000  4.633e-02  4.104e-03     0.0886
PKS_0745-191           6103   8.13   1.00   0.80   4.004000   4.144000  3.744e-02  1.603e-02     0.4282
PKS_0745-191           6103   8.13   1.00   0.85   4.004000   4.132000  3.978e-02  1.226e-02     0.3083
PKS_0745-191           6103   8.13   1.00   0.90   4.004000   4.134000  4.212e-02  8.861e-03     0.2104
PKS_0745-191           6103   8.13   1.00   0.95   4.004000   4.182000  4.446e-02  5.960e-03     0.1341
PKS_0745-191           6103   8.13   1.00   0.96   4.004000   4.157000  4.493e-02  4.828e-03     0.1075
PKS_0745-191           6103   8.13   1.00   0.97   4.004000   4.193000  4.540e-02  3.876e-03     0.0854
PKS_0745-191           6103   8.13   1.00   0.98   4.004000   4.187000  4.586e-02  3.876e-03     0.0845
PKS_0745-191           6103   8.13   1.00   0.99   4.004000   4.196000  4.633e-02  2.825e-03     0.0610
RBS_0797               2202   7.68   0.50   0.80   0.507000   0.531500  4.376e-03  3.407e-03     0.7785
RBS_0797               2202   7.68   0.50   0.85   0.507000   0.522400  4.649e-03  2.215e-03     0.4764
RBS_0797               2202   7.68   0.50   0.90   0.507000   0.522900  4.923e-03  1.490e-03     0.3027
RBS_0797               2202   7.68   0.50   0.95   0.507000   0.530100  5.197e-03  8.382e-04     0.1613
RBS_0797               2202   7.68   0.50   0.96   0.507000   0.518600  5.251e-03  7.124e-04     0.1357
RBS_0797               2202   7.68   0.50   0.97   0.507000   0.535900  5.306e-03  4.251e-04     0.0801
RBS_0797               2202   7.68   0.50   0.98   0.507000   0.529100  5.361e-03  4.667e-04     0.0871
RBS_0797               2202   7.68   0.50   0.99   0.507000   0.531100  5.415e-03  5.668e-04     0.1047
RBS_0797               2202   7.68   0.75   0.80   0.507000   0.523700  4.376e-03  1.855e-03     0.4240
RBS_0797               2202   7.68   0.75   0.85   0.507000   0.527100  4.649e-03  1.353e-03     0.2909
RBS_0797               2202   7.68   0.75   0.90   0.507000   0.529400  4.923e-03  9.773e-04     0.1985
RBS_0797               2202   7.68   0.75   0.95   0.507000   0.529200  5.197e-03  5.402e-04     0.1039
RBS_0797               2202   7.68   0.75   0.96   0.507000   0.526700  5.251e-03  3.719e-04     0.0708
RBS_0797               2202   7.68   0.75   0.97   0.507000   0.524400  5.306e-03  2.649e-04     0.0499
RBS_0797               2202   7.68   0.75   0.98   0.507000   0.530100  5.361e-03  2.251e-04     0.0420
RBS_0797               2202   7.68   0.75   0.99   0.507000   0.531800  5.415e-03  2.502e-04     0.0462
RBS_0797               2202   7.68   1.00   0.80   0.507000   0.522900  4.376e-03  1.353e-03     0.3091
RBS_0797               2202   7.68   1.00   0.85   0.507000   0.529000  4.649e-03  1.277e-03     0.2748
RBS_0797               2202   7.68   1.00   0.90   0.507000   0.530400  4.923e-03  9.230e-04     0.1875
RBS_0797               2202   7.68   1.00   0.95   0.507000   0.531500  5.197e-03  4.750e-04     0.0914
RBS_0797               2202   7.68   1.00   0.96   0.507000   0.526100  5.251e-03  5.538e-04     0.1055
RBS_0797               2202   7.68   1.00   0.97   0.507000   0.523100  5.306e-03  2.502e-04     0.0471
RBS_0797               2202   7.68   1.00   0.98   0.507000   0.538300  5.361e-03  2.014e-04     0.0376
RBS_0797               2202   7.68   1.00   0.99   0.507000   0.527400  5.415e-03  1.627e-04     0.0300
RDCS_1252-29           4198   4.25   0.50   0.80   0.003000   0.002906  7.720e-05  1.661e-03    21.5173
RDCS_1252-29           4198   4.25   0.50   0.85   0.003000   0.002972  8.203e-05  5.836e-04     7.1147
RDCS_1252-29           4198   4.25   0.50   0.90   0.003000   0.003026  8.685e-05  8.517e-04     9.8061
RDCS_1252-29           4198   4.25   0.50   0.95   0.003000   0.003139  9.168e-05  9.686e-04    10.5652
RDCS_1252-29           4198   4.25   0.50   0.96   0.003000   0.003059  9.264e-05  6.515e-04     7.0328
RDCS_1252-29           4198   4.25   0.50   0.97   0.003000   0.003106  9.361e-05  1.002e-03    10.7041
RDCS_1252-29           4198   4.25   0.50   0.98   0.003000   0.003103  9.457e-05  1.002e-03    10.5948
RDCS_1252-29           4198   4.25   0.50   0.99   0.003000   0.002896  9.553e-05  1.107e-03    11.5918
RDCS_1252-29           4198   4.25   0.75   0.80   0.003000   0.002996  7.720e-05  5.127e-04     6.6411
RDCS_1252-29           4198   4.25   0.75   0.85   0.003000   0.002902  8.203e-05  2.834e-04     3.4547
RDCS_1252-29           4198   4.25   0.75   0.90   0.003000   0.003065  8.685e-05  1.810e-04     2.0838
RDCS_1252-29           4198   4.25   0.75   0.95   0.003000   0.003144  9.168e-05  2.783e-04     3.0359
RDCS_1252-29           4198   4.25   0.75   0.96   0.003000   0.002855  9.264e-05  1.816e-04     1.9608
RDCS_1252-29           4198   4.25   0.75   0.97   0.003000   0.003049  9.361e-05  1.466e-04     1.5661
RDCS_1252-29           4198   4.25   0.75   0.98   0.003000   0.003121  9.457e-05  2.783e-04     2.9430
RDCS_1252-29           4198   4.25   0.75   0.99   0.003000   0.002988  9.553e-05  1.569e-04     1.6422
RDCS_1252-29           4198   4.25   1.00   0.80   0.003000   0.003139  7.720e-05  2.173e-04     2.8154
RDCS_1252-29           4198   4.25   1.00   0.85   0.003000   0.003082  8.203e-05  1.670e-04     2.0359
RDCS_1252-29           4198   4.25   1.00   0.90   0.003000   0.003122  8.685e-05  1.160e-04     1.3353
RDCS_1252-29           4198   4.25   1.00   0.95   0.003000   0.003098  9.168e-05  1.160e-04     1.2650
RDCS_1252-29           4198   4.25   1.00   0.96   0.003000   0.003004  9.264e-05  9.857e-05     1.0640
RDCS_1252-29           4198   4.25   1.00   0.97   0.003000   0.003042  9.361e-05  8.379e-05     0.8951
RDCS_1252-29           4198   4.25   1.00   0.98   0.003000   0.003128  9.457e-05  6.209e-05     0.6565
RDCS_1252-29           4198   4.25   1.00   0.99   0.003000   0.003056  9.553e-05  8.517e-05     0.8915
RX_J0232.2-4420        4993   7.83   0.50   0.80   0.528000   0.544600  4.488e-03  3.066e-03     0.6831
RX_J0232.2-4420        4993   7.83   0.50   0.85   0.528000   0.551600  4.769e-03  2.215e-03     0.4645
RX_J0232.2-4420        4993   7.83   0.50   0.90   0.528000   0.554300  5.049e-03  1.840e-03     0.3643
RX_J0232.2-4420        4993   7.83   0.50   0.95   0.528000   0.538700  5.330e-03  8.720e-04     0.1636
RX_J0232.2-4420        4993   7.83   0.50   0.96   0.528000   0.551000  5.386e-03  7.124e-04     0.1323
RX_J0232.2-4420        4993   7.83   0.50   0.97   0.528000   0.550400  5.442e-03  6.729e-04     0.1236
RX_J0232.2-4420        4993   7.83   0.50   0.98   0.528000   0.552900  5.498e-03  6.056e-04     0.1101
RX_J0232.2-4420        4993   7.83   0.50   0.99   0.528000   0.553800  5.554e-03  5.719e-04     0.1030
RX_J0232.2-4420        4993   7.83   0.75   0.80   0.528000   0.545200  4.488e-03  1.855e-03     0.4134
RX_J0232.2-4420        4993   7.83   0.75   0.85   0.528000   0.544800  4.769e-03  1.503e-03     0.3152
RX_J0232.2-4420        4993   7.83   0.75   0.90   0.528000   0.547500  5.049e-03  9.313e-04     0.1845
RX_J0232.2-4420        4993   7.83   0.75   0.95   0.528000   0.548600  5.330e-03  5.719e-04     0.1073
RX_J0232.2-4420        4993   7.83   0.75   0.96   0.528000   0.553000  5.386e-03  5.147e-04     0.0956
RX_J0232.2-4420        4993   7.83   0.75   0.97   0.528000   0.552900  5.442e-03  4.750e-04     0.0873
RX_J0232.2-4420        4993   7.83   0.75   0.98   0.528000   0.552800  5.498e-03  3.633e-04     0.0661
RX_J0232.2-4420        4993   7.83   0.75   0.99   0.528000   0.549300  5.554e-03  2.780e-04     0.0500
RX_J0232.2-4420        4993   7.83   1.00   0.80   0.528000   0.545200  4.488e-03  1.503e-03     0.3349
RX_J0232.2-4420        4993   7.83   1.00   0.85   0.528000   0.551600  4.769e-03  1.277e-03     0.2679
RX_J0232.2-4420        4993   7.83   1.00   0.90   0.528000   0.552100  5.049e-03  7.476e-04     0.1481
RX_J0232.2-4420        4993   7.83   1.00   0.95   0.528000   0.548200  5.330e-03  4.037e-04     0.0758
RX_J0232.2-4420        4993   7.83   1.00   0.96   0.528000   0.549200  5.386e-03  4.984e-04     0.0925
RX_J0232.2-4420        4993   7.83   1.00   0.97   0.528000   0.554300  5.442e-03  2.649e-04     0.0487
RX_J0232.2-4420        4993   7.83   1.00   0.98   0.528000   0.552600  5.498e-03  3.270e-04     0.0595
RX_J0232.2-4420        4993   7.83   1.00   0.99   0.528000   0.549500  5.554e-03  2.502e-04     0.0450
RX_J0340-4542          6954   3.16   0.50   0.80   0.201000   0.207900  1.248e-03  2.307e-04     0.1849
RX_J0340-4542          6954   3.16   0.50   0.85   0.201000   0.205100  1.326e-03  1.810e-04     0.1365
RX_J0340-4542          6954   3.16   0.50   0.90   0.201000   0.210300  1.404e-03  1.538e-04     0.1096
RX_J0340-4542          6954   3.16   0.50   0.95   0.201000   0.210800  1.482e-03  6.789e-05     0.0458
RX_J0340-4542          6954   3.16   0.50   0.96   0.201000   0.204900  1.498e-03  6.729e-05     0.0449
RX_J0340-4542          6954   3.16   0.50   0.97   0.201000   0.210500  1.513e-03  7.476e-05     0.0494
RX_J0340-4542          6954   3.16   0.50   0.98   0.201000   0.201500  1.529e-03  7.476e-05     0.0489
RX_J0340-4542          6954   3.16   0.50   0.99   0.201000   0.210700  1.544e-03  6.729e-05     0.0436
RX_J0340-4542          6954   3.16   0.75   0.80   0.201000   0.200800  1.248e-03  2.118e-04     0.1697
RX_J0340-4542          6954   3.16   0.75   0.85   0.201000   0.208800  1.326e-03  1.538e-04     0.1160
RX_J0340-4542          6954   3.16   0.75   0.90   0.201000   0.202800  1.404e-03  9.773e-05     0.0696
RX_J0340-4542          6954   3.16   0.75   0.95   0.201000   0.210800  1.482e-03  7.609e-05     0.0513
RX_J0340-4542          6954   3.16   0.75   0.96   0.201000   0.209600  1.498e-03  5.029e-05     0.0336
RX_J0340-4542          6954   3.16   0.75   0.97   0.201000   0.214400  1.513e-03  5.163e-05     0.0341
RX_J0340-4542          6954   3.16   0.75   0.98   0.201000   0.209600  1.529e-03  4.169e-05     0.0273
RX_J0340-4542          6954   3.16   0.75   0.99   0.201000   0.208700  1.544e-03  5.277e-05     0.0342
RX_J0340-4542          6954   3.16   1.00   0.80   0.201000   0.209700  1.248e-03  2.505e-04     0.2007
RX_J0340-4542          6954   3.16   1.00   0.85   0.201000   0.209100  1.326e-03  2.366e-04     0.1784
RX_J0340-4542          6954   3.16   1.00   0.90   0.201000   0.210800  1.404e-03  1.217e-04     0.0867
RX_J0340-4542          6954   3.16   1.00   0.95   0.201000   0.209800  1.482e-03  8.307e-05     0.0561
RX_J0340-4542          6954   3.16   1.00   0.96   0.201000   0.210700  1.498e-03  1.419e-04     0.0948
RX_J0340-4542          6954   3.16   1.00   0.97   0.201000   0.208600  1.513e-03  5.147e-05     0.0340
RX_J0340-4542          6954   3.16   1.00   0.98   0.201000   0.205100  1.529e-03  4.984e-05     0.0326
RX_J0340-4542          6954   3.16   1.00   0.99   0.201000   0.208900  1.544e-03  3.512e-05     0.0227
RX_J0439+0520           527   4.60   0.50   0.80   0.289000   0.301700  2.328e-03  1.207e-03     0.5183
RX_J0439+0520           527   4.60   0.50   0.85   0.289000   0.299300  2.474e-03  1.002e-03     0.4051
RX_J0439+0520           527   4.60   0.50   0.90   0.289000   0.303400  2.619e-03  7.239e-04     0.2764
RX_J0439+0520           527   4.60   0.50   0.95   0.289000   0.294400  2.765e-03  4.446e-04     0.1608
RX_J0439+0520           527   4.60   0.50   0.96   0.289000   0.303400  2.794e-03  5.811e-04     0.2080
RX_J0439+0520           527   4.60   0.50   0.97   0.289000   0.299500  2.823e-03  3.601e-04     0.1276
RX_J0439+0520           527   4.60   0.50   0.98   0.289000   0.300300  2.852e-03  2.716e-04     0.0952
RX_J0439+0520           527   4.60   0.50   0.99   0.289000   0.296700  2.881e-03  2.565e-04     0.0890
RX_J0439+0520           527   4.60   0.75   0.80   0.289000   0.294900  2.328e-03  7.665e-04     0.3293
RX_J0439+0520           527   4.60   0.75   0.85   0.289000   0.297100  2.474e-03  6.837e-04     0.2764
RX_J0439+0520           527   4.60   0.75   0.90   0.289000   0.298200  2.619e-03  4.826e-04     0.1843
RX_J0439+0520           527   4.60   0.75   0.95   0.289000   0.302100  2.765e-03  3.043e-04     0.1101
RX_J0439+0520           527   4.60   0.75   0.96   0.289000   0.298100  2.794e-03  2.328e-04     0.0833
RX_J0439+0520           527   4.60   0.75   0.97   0.289000   0.296900  2.823e-03  3.138e-04     0.1112
RX_J0439+0520           527   4.60   0.75   0.98   0.289000   0.298900  2.852e-03  2.606e-04     0.0914
RX_J0439+0520           527   4.60   0.75   0.99   0.289000   0.301300  2.881e-03  1.350e-04     0.0469
RX_J0439+0520           527   4.60   1.00   0.80   0.289000   0.293800  2.328e-03  6.012e-04     0.2582
RX_J0439+0520           527   4.60   1.00   0.85   0.289000   0.295500  2.474e-03  4.639e-04     0.1875
RX_J0439+0520           527   4.60   1.00   0.90   0.289000   0.300300  2.619e-03  4.639e-04     0.1771
RX_J0439+0520           527   4.60   1.00   0.95   0.289000   0.302000  2.765e-03  2.443e-04     0.0884
RX_J0439+0520           527   4.60   1.00   0.96   0.289000   0.302000  2.794e-03  2.328e-04     0.0833
RX_J0439+0520           527   4.60   1.00   0.97   0.289000   0.300700  2.823e-03  1.979e-04     0.0701
RX_J0439+0520           527   4.60   1.00   0.98   0.289000   0.287000  2.852e-03  1.355e-04     0.0475
RX_J0439+0520           527   4.60   1.00   0.99   0.289000   0.307800  2.881e-03  1.594e-04     0.0553
RX_J0439.0+0715        1449   5.63   0.50   0.80   0.512000   0.519000  4.720e-03  8.382e-04     0.1776
RX_J0439.0+0715        1449   5.63   0.50   0.85   0.512000   0.530400  5.015e-03  7.410e-04     0.1477
RX_J0439.0+0715        1449   5.63   0.50   0.90   0.512000   0.538600  5.310e-03  8.518e-05     0.0160
RX_J0439.0+0715        1449   5.63   0.50   0.95   0.512000   0.570200  5.605e-03  4.030e-05     0.0072
RX_J0439.0+0715        1449   5.63   0.50   0.96   0.512000   0.599700  5.664e-03  3.994e-05     0.0071
RX_J0439.0+0715        1449   5.63   0.50   0.97   0.512000   0.589500  5.723e-03  1.150e-04     0.0201
RX_J0439.0+0715        1449   5.63   0.50   0.98   0.512000   0.601600  5.782e-03  1.150e-04     0.0199
RX_J0439.0+0715        1449   5.63   0.50   0.99   0.512000   0.592500  5.841e-03  7.960e-06     0.0014
RX_J0439.0+0715        1449   5.63   0.75   0.80   0.512000   0.535800  4.720e-03  1.026e-03     0.2173
RX_J0439.0+0715        1449   5.63   0.75   0.85   0.512000   0.531200  5.015e-03  3.633e-04     0.0725
RX_J0439.0+0715        1449   5.63   0.75   0.90   0.512000   0.570700  5.310e-03  2.148e-04     0.0405
RX_J0439.0+0715        1449   5.63   0.75   0.95   0.512000   0.572100  5.605e-03  2.263e-05     0.0040
RX_J0439.0+0715        1449   5.63   0.75   0.96   0.512000   0.585700  5.664e-03  1.150e-04     0.0203
RX_J0439.0+0715        1449   5.63   0.75   0.97   0.512000   0.583900  5.723e-03  1.128e-05     0.0020
RX_J0439.0+0715        1449   5.63   0.75   0.98   0.512000   0.575500  5.782e-03  3.966e-06     0.0007
RX_J0439.0+0715        1449   5.63   0.75   0.99   0.512000   0.592300  5.841e-03  3.966e-06     0.0007
RX_J0439.0+0715        1449   5.63   1.00   0.80   0.512000   0.530100  4.720e-03  7.239e-04     0.1534
RX_J0439.0+0715        1449   5.63   1.00   0.85   0.512000   0.535300  5.015e-03  3.088e-04     0.0616
RX_J0439.0+0715        1449   5.63   1.00   0.90   0.512000   0.530700  5.310e-03  1.561e-04     0.0294
RX_J0439.0+0715        1449   5.63   1.00   0.95   0.512000   0.567600  5.605e-03  2.687e-05     0.0048
RX_J0439.0+0715        1449   5.63   1.00   0.96   0.512000   0.568800  5.664e-03  2.263e-05     0.0040
RX_J0439.0+0715        1449   5.63   1.00   0.97   0.512000   0.587100  5.723e-03  2.160e-05     0.0038
RX_J0439.0+0715        1449   5.63   1.00   0.98   0.512000   0.583000  5.782e-03  1.128e-05     0.0020
RX_J0439.0+0715        1449   5.63   1.00   0.99   0.512000   0.596700  5.841e-03  1.128e-05     0.0019
RX_J0439.0+0715        3583   5.63   0.50   0.80   0.512000   0.527500  4.720e-03  4.008e-03     0.8491
RX_J0439.0+0715        3583   5.63   0.50   0.85   0.512000   0.535600  5.015e-03  3.407e-03     0.6793
RX_J0439.0+0715        3583   5.63   0.50   0.90   0.512000   0.533600  5.310e-03  2.606e-03     0.4908
RX_J0439.0+0715        3583   5.63   0.50   0.95   0.512000   0.535200  5.605e-03  1.737e-03     0.3100
RX_J0439.0+0715        3583   5.63   0.50   0.96   0.512000   0.532000  5.664e-03  1.026e-03     0.1811
RX_J0439.0+0715        3583   5.63   0.50   0.97   0.512000   0.536200  5.723e-03  1.267e-03     0.2213
RX_J0439.0+0715        3583   5.63   0.50   0.98   0.512000   0.525100  5.782e-03  1.026e-03     0.1774
RX_J0439.0+0715        3583   5.63   0.50   0.99   0.512000   0.537300  5.841e-03  8.310e-04     0.1423
RX_J0439.0+0715        3583   5.63   0.75   0.80   0.512000   0.500000  4.720e-03  2.051e-03     0.4345
RX_J0439.0+0715        3583   5.63   0.75   0.85   0.512000   0.530700  5.015e-03  1.855e-03     0.3700
RX_J0439.0+0715        3583   5.63   0.75   0.90   0.512000   0.534400  5.310e-03  1.353e-03     0.2547
RX_J0439.0+0715        3583   5.63   0.75   0.95   0.512000   0.532100  5.605e-03  8.796e-04     0.1569
RX_J0439.0+0715        3583   5.63   0.75   0.96   0.512000   0.535700  5.664e-03  7.124e-04     0.1258
RX_J0439.0+0715        3583   5.63   0.75   0.97   0.512000   0.536300  5.723e-03  8.307e-04     0.1451
RX_J0439.0+0715        3583   5.63   0.75   0.98   0.512000   0.535800  5.782e-03  7.476e-04     0.1293
RX_J0439.0+0715        3583   5.63   0.75   0.99   0.512000   0.537400  5.841e-03  6.355e-04     0.1088
RX_J0439.0+0715        3583   5.63   1.00   0.80   0.512000   0.530300  4.720e-03  1.855e-03     0.3931
RX_J0439.0+0715        3583   5.63   1.00   0.85   0.512000   0.529300  5.015e-03  1.503e-03     0.2997
RX_J0439.0+0715        3583   5.63   1.00   0.90   0.512000   0.535400  5.310e-03  1.150e-03     0.2165
RX_J0439.0+0715        3583   5.63   1.00   0.95   0.512000   0.533100  5.605e-03  8.307e-04     0.1482
RX_J0439.0+0715        3583   5.63   1.00   0.96   0.512000   0.536100  5.664e-03  6.729e-04     0.1188
RX_J0439.0+0715        3583   5.63   1.00   0.97   0.512000   0.530400  5.723e-03  5.588e-04     0.0976
RX_J0439.0+0715        3583   5.63   1.00   0.98   0.512000   0.527800  5.782e-03  4.073e-04     0.0705
RX_J0439.0+0715        3583   5.63   1.00   0.99   0.512000   0.533500  5.841e-03  3.462e-04     0.0593
RX_J0528.9-3927        4994   7.89   0.50   0.80   0.452000   0.467000  3.736e-03  2.606e-03     0.6976
RX_J0528.9-3927        4994   7.89   0.50   0.85   0.452000   0.473900  3.969e-03  2.405e-03     0.6058
RX_J0528.9-3927        4994   7.89   0.50   0.90   0.452000   0.468600  4.203e-03  1.267e-03     0.3013
RX_J0528.9-3927        4994   7.89   0.50   0.95   0.452000   0.474100  4.437e-03  7.543e-04     0.1700
RX_J0528.9-3927        4994   7.89   0.50   0.96   0.452000   0.492500  4.483e-03  8.823e-04     0.1968
RX_J0528.9-3927        4994   7.89   0.50   0.97   0.452000   0.474200  4.530e-03  7.124e-04     0.1573
RX_J0528.9-3927        4994   7.89   0.50   0.98   0.452000   0.474400  4.577e-03  5.719e-04     0.1250
RX_J0528.9-3927        4994   7.89   0.50   0.99   0.452000   0.471800  4.623e-03  6.002e-04     0.1298
RX_J0528.9-3927        4994   7.89   0.75   0.80   0.452000   0.463500  3.736e-03  1.670e-03     0.4470
RX_J0528.9-3927        4994   7.89   0.75   0.85   0.452000   0.471000  3.969e-03  1.419e-03     0.3576
RX_J0528.9-3927        4994   7.89   0.75   0.90   0.452000   0.471300  4.203e-03  1.086e-03     0.2584
RX_J0528.9-3927        4994   7.89   0.75   0.95   0.452000   0.474400  4.437e-03  5.719e-04     0.1289
RX_J0528.9-3927        4994   7.89   0.75   0.96   0.452000   0.472800  4.483e-03  5.402e-04     0.1205
RX_J0528.9-3927        4994   7.89   0.75   0.97   0.452000   0.469400  4.530e-03  4.037e-04     0.0891
RX_J0528.9-3927        4994   7.89   0.75   0.98   0.452000   0.470500  4.577e-03  2.251e-04     0.0492
RX_J0528.9-3927        4994   7.89   0.75   0.99   0.452000   0.467400  4.623e-03  1.722e-04     0.0373
RX_J0528.9-3927        4994   7.89   1.00   0.80   0.452000   0.464900  3.736e-03  1.419e-03     0.3799
RX_J0528.9-3927        4994   7.89   1.00   0.85   0.452000   0.472100  3.969e-03  1.086e-03     0.2736
RX_J0528.9-3927        4994   7.89   1.00   0.90   0.452000   0.468100  4.203e-03  6.729e-04     0.1601
RX_J0528.9-3927        4994   7.89   1.00   0.95   0.452000   0.468400  4.437e-03  4.750e-04     0.1071
RX_J0528.9-3927        4994   7.89   1.00   0.96   0.452000   0.471700  4.483e-03  3.633e-04     0.0810
RX_J0528.9-3927        4994   7.89   1.00   0.97   0.452000   0.469400  4.530e-03  3.270e-04     0.0722
RX_J0528.9-3927        4994   7.89   1.00   0.98   0.452000   0.473800  4.577e-03  2.126e-04     0.0465
RX_J0528.9-3927        4994   7.89   1.00   0.99   0.452000   0.473300  4.623e-03  1.870e-04     0.0404
RX_J0647.7+7015        3196  11.28   0.50   0.80   0.138000   0.144400  1.632e-03  5.362e-03     3.2857
RX_J0647.7+7015        3196  11.28   0.50   0.85   0.138000   0.141200  1.734e-03  3.909e-03     2.2544
RX_J0647.7+7015        3196  11.28   0.50   0.90   0.138000   0.140400  1.836e-03  2.759e-03     1.5029
RX_J0647.7+7015        3196  11.28   0.50   0.95   0.138000   0.144300  1.938e-03  1.794e-03     0.9258
RX_J0647.7+7015        3196  11.28   0.50   0.96   0.138000   0.143000  1.958e-03  1.883e-03     0.9614
RX_J0647.7+7015        3196  11.28   0.50   0.97   0.138000   0.141500  1.979e-03  1.477e-03     0.7463
RX_J0647.7+7015        3196  11.28   0.50   0.98   0.138000   0.143600  1.999e-03  1.656e-03     0.8281
RX_J0647.7+7015        3196  11.28   0.50   0.99   0.138000   0.142900  2.020e-03  1.564e-03     0.7742
RX_J0647.7+7015        3196  11.28   0.75   0.80   0.138000   0.142300  1.632e-03  2.606e-03     1.5969
RX_J0647.7+7015        3196  11.28   0.75   0.85   0.138000   0.144800  1.734e-03  1.855e-03     1.0701
RX_J0647.7+7015        3196  11.28   0.75   0.90   0.138000   0.140200  1.836e-03  1.503e-03     0.8186
