###### Started simulating spectra at Tue Dec 12 17:44:28 2006 ######
# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2
ABELL_1914             3593   9.62   0.75   0.70   1.984000   2.059000  1.281e-02  7.325e-03
ABELL_1914             3593   9.62   0.75   0.80   1.984000   2.068000  1.464e-02  4.710e-03
ABELL_1914             3593   9.62   1.00   0.50   1.984000   2.070000  9.150e-03  1.085e-02
ABELL_1914             3593   9.62   1.00   0.60   1.984000   2.047000  1.098e-02  8.590e-03
ABELL_1914             3593   9.62   1.00   0.70   1.984000   2.060000  1.281e-02  6.443e-03
ABELL_1914             3593   9.62   1.00   0.80   1.984000   2.054000  1.464e-02  4.187e-03
ABELL_2069             4965   6.50   0.50   0.50   0.766000   0.802500  3.590e-03  6.346e-03
ABELL_2069             4965   6.50   0.50   0.60   0.766000   0.800800  4.308e-03  4.883e-03
ABELL_2069             4965   6.50   0.50   0.70   0.766000   0.793900  5.026e-03  3.662e-03
ABELL_2069             4965   6.50   0.50   0.80   0.766000   0.803600  5.744e-03  2.355e-03
ABELL_2069             4965   6.50   0.75   0.50   0.766000   0.800400  3.590e-03  4.509e-03
ABELL_2069             4965   6.50   0.75   0.60   0.766000   0.789400  4.308e-03  3.569e-03
ABELL_2069             4965   6.50   0.75   0.70   0.766000   0.799300  5.026e-03  2.713e-03
ABELL_2069             4965   6.50   0.75   0.80   0.766000   0.800400  5.744e-03  1.831e-03
ABELL_2069             4965   6.50   1.00   0.50   0.766000   0.789900  3.590e-03  4.069e-03
ABELL_2069             4965   6.50   1.00   0.60   0.766000   0.800200  4.308e-03  3.349e-03
ABELL_2069             4965   6.50   1.00   0.70   0.766000   0.799100  5.026e-03  2.442e-03
ABELL_2069             4965   6.50   1.00   0.80   0.766000   0.804100  5.744e-03  1.653e-03
ABELL_2125             2207   2.88   0.50   0.50   0.047000   0.047520  2.790e-04  5.369e-04
ABELL_2125             2207   2.88   0.50   0.60   0.047000   0.048880  3.348e-04  4.337e-04
ABELL_2125             2207   2.88   0.50   0.70   0.047000   0.048060  3.906e-04  3.391e-04
ABELL_2125             2207   2.88   0.50   0.80   0.047000   0.049050  4.464e-04  2.231e-04
exited via overflow
ABELL_2125             2207   2.88   0.75   0.50   0.047000   0.047940  2.790e-04  3.579e-04
ABELL_2125             2207   2.88   0.75   0.60   0.047000   0.047720  3.348e-04  2.826e-04
ABELL_2125             2207   2.88   0.75   0.70   0.047000   0.047330  3.906e-04  2.013e-04
ABELL_2125             2207   2.88   0.75   0.80   0.047000   0.048750  4.464e-04  1.468e-04
exited via overflow
ABELL_2125             2207   2.88   1.00   0.50   0.047000   0.048090  2.790e-04  2.975e-04
ABELL_2125             2207   2.88   1.00   0.60   0.047000   0.048720  3.348e-04  2.677e-04
ABELL_2125             2207   2.88   1.00   0.70   0.047000   0.048720  3.906e-04  1.700e-04
ABELL_2125             2207   2.88   1.00   0.80   0.047000   0.048200  4.464e-04  1.236e-04
CL_J0030+2618          5762   4.63   0.50   0.50   0.036000   0.036600  2.835e-04  2.261e-03
CL_J0030+2618          5762   4.63   0.50   0.60   0.036000   0.036800  3.402e-04  1.812e-03
CL_J0030+2618          5762   4.63   0.50   0.70   0.036000   0.036140  3.969e-04  1.670e-03
CL_J0030+2618          5762   4.63   0.50   0.80   0.036000   0.037260  4.536e-04  1.074e-03
CL_J0030+2618          5762   4.63   0.75   0.50   0.036000   0.036780  2.835e-04  1.252e-03
CL_J0030+2618          5762   4.63   0.75   0.60   0.036000   0.037790  3.402e-04  9.393e-04
CL_J0030+2618          5762   4.63   0.75   0.70   0.036000   0.036090  3.969e-04  8.350e-04
CL_J0030+2618          5762   4.63   0.75   0.80   0.036000   0.037380  4.536e-04  5.949e-04
CL_J0030+2618          5762   4.63   1.00   0.50   0.036000   0.036260  2.835e-04  8.350e-04
CL_J0030+2618          5762   4.63   1.00   0.60   0.036000   0.035860  3.402e-04  7.141e-04
CL_J0030+2618          5762   4.63   1.00   0.70   0.036000   0.034980  3.969e-04  5.918e-04
CL_J0030+2618          5762   4.63   1.00   0.80   0.036000   0.036790  4.536e-04  4.109e-04
CL_J0152-1357           913   5.23   0.50   0.50   0.016000   0.016700  1.680e-04  1.804e-02
CL_J0152-1357           913   5.23   0.50   0.60   0.016000   0.015570  2.016e-04  1.403e-02
CL_J0152-1357           913   5.23   0.50   0.70   0.016000   0.016170  2.352e-04  9.793e-03
CL_J0152-1357           913   5.23   0.50   0.80   0.016000   0.016020  2.688e-04  8.567e-03
CL_J0152-1357           913   5.23   0.75   0.50   0.016000   0.016750  1.680e-04  4.509e-03
CL_J0152-1357           913   5.23   0.75   0.60   0.016000   0.016210  2.016e-04  3.340e-03
CL_J0152-1357           913   5.23   0.75   0.70   0.016000   0.016710  2.352e-04  3.006e-03
CL_J0152-1357           913   5.23   0.75   0.80   0.016000   0.016370  2.688e-04  1.831e-03
CL_J0152-1357           913   5.23   1.00   0.50   0.016000   0.016450  1.680e-04  2.142e-03
CL_J0152-1357           913   5.23   1.00   0.60   0.016000   0.016220  2.016e-04  1.522e-03
CL_J0152-1357           913   5.23   1.00   0.70   0.016000   0.016800  2.352e-04  1.353e-03
CL_J0152-1357           913   5.23   1.00   0.80   0.016000   0.016770  2.688e-04  9.915e-04
CL_J0848+4456           927   4.21   0.50   0.50   0.005000   0.004863  3.945e-05  1.661e-03
CL_J0848+4456           927   4.21   0.50   0.60   0.005000   0.005172  4.734e-05  1.127e-03
CL_J0848+4456           927   4.21   0.50   0.70   0.005000   0.005067  5.523e-05  1.130e-03
CL_J0848+4456           927   4.21   0.50   0.80   0.005000   0.005242  6.312e-05  7.228e-04
CL_J0848+4456           927   4.21   0.75   0.50   0.005000   0.005199  3.945e-05  5.636e-04
CL_J0848+4456           927   4.21   0.75   0.60   0.005000   0.004999  4.734e-05  5.127e-04
CL_J0848+4456           927   4.21   0.75   0.70   0.005000   0.005221  5.523e-05  4.175e-04
CL_J0848+4456           927   4.21   0.75   0.80   0.005000   0.004874  6.312e-05  2.603e-04
CL_J0848+4456           927   4.21   1.00   0.50   0.005000   0.005054  3.945e-05  2.518e-04
CL_J0848+4456           927   4.21   1.00   0.60   0.005000   0.004924  4.734e-05  2.685e-04
CL_J0848+4456           927   4.21   1.00   0.70   0.005000   0.005197  5.523e-05  2.203e-04
CL_J0848+4456           927   4.21   1.00   0.80   0.005000   0.005151  6.312e-05  1.205e-04
CL_J1213+0253          4934   4.35   0.50   0.50   0.017000   0.017160  1.400e-04  3.173e-03
CL_J1213+0253          4934   4.35   0.50   0.60   0.017000   0.016680  1.680e-04  2.284e-03
CL_J1213+0253          4934   4.35   0.50   0.70   0.017000   0.016340  1.960e-04  1.562e-03
CL_J1213+0253          4934   4.35   0.50   0.80   0.017000   0.017670  2.240e-04  1.409e-03
CL_J1213+0253          4934   4.35   0.75   0.50   0.017000   0.016330  1.400e-04  1.308e-03
CL_J1213+0253          4934   4.35   0.75   0.60   0.017000   0.017360  1.680e-04  7.828e-04
CL_J1213+0253          4934   4.35   0.75   0.70   0.017000   0.016890  1.960e-04  7.890e-04
CL_J1213+0253          4934   4.35   0.75   0.80   0.017000   0.017450  2.240e-04  4.120e-04
CL_J1213+0253          4934   4.35   1.00   0.50   0.017000   0.016730  1.400e-04  6.921e-04
CL_J1213+0253          4934   4.35   1.00   0.60   0.017000   0.016950  1.680e-04  4.931e-04
CL_J1213+0253          4934   4.35   1.00   0.70   0.017000   0.017700  1.960e-04  3.624e-04
CL_J1213+0253          4934   4.35   1.00   0.80   0.017000   0.016940  2.240e-04  2.537e-04
CL_J1641+4001          3575   3.29   0.50   0.50   0.015000   0.014450  1.025e-04  2.314e-04
CL_J1641+4001          3575   3.29   0.50   0.60   0.015000   0.015130  1.230e-04  1.785e-04
CL_J1641+4001          3575   3.29   0.50   0.70   0.015000   0.015550  1.435e-04  1.413e-04
CL_J1641+4001          3575   3.29   0.50   0.80   0.015000   0.015330  1.640e-04  9.537e-05
CL_J1641+4001          3575   3.29   0.75   0.50   0.015000   0.014520  1.025e-04  1.332e-04
CL_J1641+4001          3575   3.29   0.75   0.60   0.015000   0.015420  1.230e-04  1.044e-04
CL_J1641+4001          3575   3.29   0.75   0.70   0.015000   0.015620  1.435e-04  9.393e-05
CL_J1641+4001          3575   3.29   0.75   0.80   0.015000   0.014980  1.640e-04  6.008e-05
exited via overflow
CL_J1641+4001          3575   3.29   1.00   0.50   0.015000   0.015440  1.025e-04  1.044e-04
CL_J1641+4001          3575   3.29   1.00   0.60   0.015000   0.014530  1.230e-04  8.877e-05
CL_J1641+4001          3575   3.29   1.00   0.70   0.015000   0.015560  1.435e-04  6.376e-05
CL_J1641+4001          3575   3.29   1.00   0.80   0.015000   0.015400  1.640e-04  4.893e-05
HYDRA_A                4970   3.83   0.50   0.50   4.413000   4.615000  1.415e-02  9.043e-03
HYDRA_A                4970   3.83   0.50   0.60   4.413000   4.603000  1.698e-02  6.782e-03
HYDRA_A                4970   3.83   0.50   0.70   4.413000   4.586000  1.981e-02  4.407e-03
HYDRA_A                4970   3.83   0.50   0.80   4.413000   4.652000  2.264e-02  2.543e-03
exited via iteration cut-off
HYDRA_A                4970   3.83   0.75   0.50   4.413000   4.632000  1.415e-02  8.138e-03
HYDRA_A                4970   3.83   0.75   0.60   4.413000   4.598000  1.698e-02  6.028e-03
HYDRA_A                4970   3.83   0.75   0.70   4.413000   4.584000  1.981e-02  3.966e-03
HYDRA_A                4970   3.83   0.75   0.80   4.413000   4.625000  2.264e-02  2.175e-03
exited via overflow
HYDRA_A                4970   3.83   1.00   0.50   4.413000   4.573000  1.415e-02  8.567e-03
HYDRA_A                4970   3.83   1.00   0.60   4.413000   4.589000  1.698e-02  6.443e-03
HYDRA_A                4970   3.83   1.00   0.70   4.413000   4.603000  1.981e-02  4.395e-03
HYDRA_A                4970   3.83   1.00   0.80   4.413000   4.616000  2.264e-02  2.289e-03
exited via iteration cut-off
LYNX_E                 9271   5.86   0.50   0.50   0.002000   0.001399  1.685e-05  3.757e-04
LYNX_E                 9271   5.86   0.50   0.60   0.002000   0.002036  2.022e-05  2.113e-04
LYNX_E                 9271   5.86   0.50   0.70   0.002000   0.002055  2.359e-05  1.522e-04
LYNX_E                 9271   5.86   0.50   0.80   0.002000   0.002008  2.696e-05  2.319e-04
LYNX_E                 9271   5.86   0.75   0.50   0.002000   0.002069  1.685e-05  8.806e-05
LYNX_E                 9271   5.86   0.75   0.60   0.002000   0.002076  2.022e-05  6.023e-05
LYNX_E                 9271   5.86   0.75   0.70   0.002000   0.002014  2.359e-05  5.166e-05
LYNX_E                 9271   5.86   0.75   0.80   0.002000   0.002050  2.696e-05  4.544e-05
LYNX_E                 9271   5.86   1.00   0.50   0.002000   0.001938  1.685e-05  5.768e-05
LYNX_E                 9271   5.86   1.00   0.60   0.002000   0.001936  2.022e-05  4.931e-05
LYNX_E                 9271   5.86   1.00   0.70   0.002000   0.001965  2.359e-05  4.110e-05
LYNX_E                 9271   5.86   1.00   0.80   0.002000   0.001946  2.696e-05  2.359e-05
MACS_J0949+1708        3274   9.16   0.50   0.50   0.275000   0.283700  1.605e-03  5.140e-03
MACS_J0949+1708        3274   9.16   0.50   0.60   0.275000   0.287200  1.926e-03  4.283e-03
MACS_J0949+1708        3274   9.16   0.50   0.70   0.275000   0.279000  2.247e-03  3.221e-03
MACS_J0949+1708        3274   9.16   0.50   0.80   0.275000   0.285900  2.568e-03  2.093e-03
MACS_J0949+1708        3274   9.16   0.75   0.50   0.275000   0.287300  1.605e-03  3.525e-03
MACS_J0949+1708        3274   9.16   0.75   0.60   0.275000   0.286500  1.926e-03  2.713e-03
MACS_J0949+1708        3274   9.16   0.75   0.70   0.275000   0.288100  2.247e-03  2.142e-03
MACS_J0949+1708        3274   9.16   0.75   0.80   0.275000   0.288200  2.568e-03  1.526e-03
MACS_J0949+1708        3274   9.16   1.00   0.50   0.275000   0.282800  1.605e-03  2.713e-03
MACS_J0949+1708        3274   9.16   1.00   0.60   0.275000   0.283800  1.926e-03  2.142e-03
MACS_J0949+1708        3274   9.16   1.00   0.70   0.275000   0.287400  2.247e-03  1.879e-03
MACS_J0949+1708        3274   9.16   1.00   0.80   0.275000   0.276600  2.568e-03  1.047e-03
MACS_J1319+7003        3278   7.99   0.50   0.50   0.154000   0.161000  8.200e-04  2.856e-03
MACS_J1319+7003        3278   7.99   0.50   0.60   0.154000   0.157400  9.840e-04  2.148e-03
MACS_J1319+7003        3278   7.99   0.50   0.70   0.154000   0.161200  1.148e-03  1.735e-03
MACS_J1319+7003        3278   7.99   0.50   0.80   0.154000   0.159800  1.312e-03  1.102e-03
MACS_J1319+7003        3278   7.99   0.75   0.50   0.154000   0.157900  8.200e-04  1.675e-03
MACS_J1319+7003        3278   7.99   0.75   0.60   0.154000   0.157000  9.840e-04  1.353e-03
MACS_J1319+7003        3278   7.99   0.75   0.70   0.154000   0.157500  1.148e-03  1.017e-03
MACS_J1319+7003        3278   7.99   0.75   0.80   0.154000   0.157900  1.312e-03  7.416e-04
MACS_J1319+7003        3278   7.99   1.00   0.50   0.154000   0.158100  8.200e-04  1.356e-03
MACS_J1319+7003        3278   7.99   1.00   0.60   0.154000   0.158700  9.840e-04  1.074e-03
MACS_J1319+7003        3278   7.99   1.00   0.70   0.154000   0.159500  1.148e-03  8.477e-04
MACS_J1319+7003        3278   7.99   1.00   0.80   0.154000   0.160400  1.312e-03  5.799e-04
MACS_J2228+2036        3285   7.86   0.50   0.50   0.236000   0.245300  1.455e-03  5.711e-03
MACS_J2228+2036        3285   7.86   0.50   0.60   0.236000   0.245900  1.746e-03  4.759e-03
MACS_J2228+2036        3285   7.86   0.50   0.70   0.236000   0.238200  2.037e-03  3.131e-03
MACS_J2228+2036        3285   7.86   0.50   0.80   0.236000   0.246000  2.328e-03  2.348e-03
MACS_J2228+2036        3285   7.86   0.75   0.50   0.236000   0.244700  1.455e-03  3.349e-03
MACS_J2228+2036        3285   7.86   0.75   0.60   0.236000   0.244500  1.746e-03  2.713e-03
MACS_J2228+2036        3285   7.86   0.75   0.70   0.236000   0.245300  2.037e-03  2.148e-03
MACS_J2228+2036        3285   7.86   0.75   0.80   0.236000   0.242100  2.328e-03  1.526e-03
MACS_J2228+2036        3285   7.86   1.00   0.50   0.236000   0.245800  1.455e-03  2.570e-03
MACS_J2228+2036        3285   7.86   1.00   0.60   0.236000   0.247200  1.746e-03  2.261e-03
MACS_J2228+2036        3285   7.86   1.00   0.70   0.236000   0.244700  2.037e-03  1.611e-03
MACS_J2228+2036        3285   7.86   1.00   0.80   0.236000   0.246700  2.328e-03  1.163e-03
MACS_J2311+0338        3288   8.14   0.50   0.50   0.286000   0.286900  1.525e-03  3.711e-03
MACS_J2311+0338        3288   8.14   0.50   0.60   0.286000   0.297500  1.830e-03  3.173e-03
MACS_J2311+0338        3288   8.14   0.50   0.70   0.286000   0.294600  2.135e-03  2.570e-03
MACS_J2311+0338        3288   8.14   0.50   0.80   0.286000   0.301200  2.440e-03  1.570e-03
exited via iteration cut-off
MACS_J2311+0338        3288   8.14   0.75   0.50   0.286000   0.296600  1.525e-03  2.505e-03
MACS_J2311+0338        3288   8.14   0.75   0.60   0.286000   0.296600  1.830e-03  1.928e-03
MACS_J2311+0338        3288   8.14   0.75   0.70   0.286000   0.288800  2.135e-03  1.586e-03
MACS_J2311+0338        3288   8.14   0.75   0.80   0.286000   0.292700  2.440e-03  9.916e-04
MACS_J2311+0338        3288   8.14   1.00   0.50   0.286000   0.292700  1.525e-03  2.035e-03
MACS_J2311+0338        3288   8.14   1.00   0.60   0.286000   0.296400  1.830e-03  1.586e-03
MACS_J2311+0338        3288   8.14   1.00   0.70   0.286000   0.297800  2.135e-03  1.285e-03
MACS_J2311+0338        3288   8.14   1.00   0.80   0.286000   0.299000  2.440e-03  9.664e-04
RDCS_1252-29           4198   4.25   0.50   0.50   0.003000   0.002914  4.825e-05  3.322e-03
RDCS_1252-29           4198   4.25   0.50   0.60   0.003000   0.003043  5.790e-05  3.340e-03
RDCS_1252-29           4198   4.25   0.50   0.70   0.003000   0.003019  6.755e-05  1.561e-03
RDCS_1252-29           4198   4.25   0.50   0.80   0.003000   0.003145  7.720e-05  1.643e-03
RDCS_1252-29           4198   4.25   0.75   0.50   0.003000   0.003140  4.825e-05  9.277e-04
RDCS_1252-29           4198   4.25   0.75   0.60   0.003000   0.002905  5.790e-05  7.475e-04
RDCS_1252-29           4198   4.25   0.75   0.70   0.003000   0.003048  6.755e-05  5.652e-04
RDCS_1252-29           4198   4.25   0.75   0.80   0.003000   0.003064  7.720e-05  3.230e-04
RDCS_1252-29           4198   4.25   1.00   0.50   0.003000   0.003020  4.825e-05  3.768e-04
RDCS_1252-29           4198   4.25   1.00   0.60   0.003000   0.003056  5.790e-05  4.175e-04
RDCS_1252-29           4198   4.25   1.00   0.70   0.003000   0.003090  6.755e-05  2.677e-04
RDCS_1252-29           4198   4.25   1.00   0.80   0.003000   0.002950  7.720e-05  2.967e-04
RX_J1053+5735          4936  11.54   0.50   0.50   0.003000   0.002950  2.755e-05  1.030e-04
exited via overflow
RX_J1053+5735          4936  11.54   0.50   0.60   0.003000   0.003103  3.306e-05  9.907e-05
RX_J1053+5735          4936  11.54   0.50   0.70   0.003000   0.003019  3.857e-05  7.010e-05
exited via overflow
RX_J1053+5735          4936  11.54   0.50   0.80   0.003000   0.002935  4.408e-05  6.149e-05
RX_J1053+5735          4936  11.54   0.75   0.50   0.003000   0.003184  2.755e-05  6.698e-05
RX_J1053+5735          4936  11.54   0.75   0.60   0.003000   0.003028  3.306e-05  1.160e-04
RX_J1053+5735          4936  11.54   0.75   0.70   0.003000   0.003141  3.857e-05  2.636e-05
RX_J1053+5735          4936  11.54   0.75   0.80   0.003000   0.003049  4.408e-05  4.227e-05
RX_J1053+5735          4936  11.54   1.00   0.50   0.003000   0.002939  2.755e-05  5.981e-05
exited via overflow
RX_J1053+5735          4936  11.54   1.00   0.60   0.003000   0.002990  3.306e-05  6.489e-05
RX_J1053+5735          4936  11.54   1.00   0.70   0.003000   0.003110  3.857e-05  1.084e-05
RX_J1053+5735          4936  11.54   1.00   0.80   0.003000   0.004426  4.408e-05  2.426e-06
RX_J1350+6007          2229   4.48   0.50   0.50   0.007000   0.007318  8.550e-05  1.666e-03
RX_J1350+6007          2229   4.48   0.50   0.60   0.007000   0.006964  1.026e-04  1.187e-03
RX_J1350+6007          2229   4.48   0.50   0.70   0.007000   0.007076  1.197e-04  8.674e-04
RX_J1350+6007          2229   4.48   0.50   0.80   0.007000   0.006892  1.368e-04  6.307e-04
RX_J1350+6007          2229   4.48   0.75   0.50   0.007000   0.006952  8.550e-05  9.229e-04
RX_J1350+6007          2229   4.48   0.75   0.60   0.007000   0.007152  1.026e-04  5.636e-04
RX_J1350+6007          2229   4.48   0.75   0.70   0.007000   0.006893  1.197e-04  3.805e-04
RX_J1350+6007          2229   4.48   0.75   0.80   0.007000   0.007133  1.368e-04  2.853e-04
RX_J1350+6007          2229   4.48   1.00   0.50   0.007000   0.006836  8.550e-05  4.006e-04
RX_J1350+6007          2229   4.48   1.00   0.60   0.007000   0.007304  1.026e-04  3.305e-04
RX_J1350+6007          2229   4.48   1.00   0.70   0.007000   0.007055  1.197e-04  2.283e-04
RX_J1350+6007          2229   4.48   1.00   0.80   0.007000   0.007063  1.368e-04  1.498e-04
RX_J1525+0958          1664   3.67   0.50   0.50   0.033000   0.032780  2.490e-04  8.306e-04
RX_J1525+0958          1664   3.67   0.50   0.60   0.033000   0.032440  2.988e-04  7.101e-04
RX_J1525+0958          1664   3.67   0.50   0.70   0.033000   0.034100  3.486e-04  4.819e-04
RX_J1525+0958          1664   3.67   0.50   0.80   0.033000   0.033180  3.984e-04  3.262e-04
RX_J1525+0958          1664   3.67   0.75   0.50   0.033000   0.033670  2.490e-04  3.966e-04
RX_J1525+0958          1664   3.67   0.75   0.60   0.033000   0.032640  2.988e-04  3.561e-04
RX_J1525+0958          1664   3.67   0.75   0.70   0.033000   0.032760  3.486e-04  2.811e-04
RX_J1525+0958          1664   3.67   0.75   0.80   0.033000   0.033870  3.984e-04  2.060e-04
RX_J1525+0958          1664   3.67   1.00   0.50   0.033000   0.033440  2.490e-04  3.391e-04
RX_J1525+0958          1664   3.67   1.00   0.60   0.033000   0.034220  2.988e-04  3.131e-04
RX_J1525+0958          1664   3.67   1.00   0.70   0.033000   0.033780  3.486e-04  2.013e-04
RX_J1525+0958          1664   3.67   1.00   0.80   0.033000   0.033790  3.984e-04  1.373e-04
ZWCL_1215              4184   6.61   0.50   0.50   1.796000   1.859000  7.500e-03  1.058e-02
ZWCL_1215              4184   6.61   0.50   0.60   1.796000   1.866000  9.000e-03  8.138e-03
ZWCL_1215              4184   6.61   0.50   0.70   1.796000   1.873000  1.050e-02  6.425e-03
ZWCL_1215              4184   6.61   0.50   0.80   1.796000   1.850000  1.200e-02  3.966e-03
ZWCL_1215              4184   6.61   0.75   0.50   1.796000   1.803000  7.500e-03  7.422e-03
ZWCL_1215              4184   6.61   0.75   0.60   1.796000   1.855000  9.000e-03  6.028e-03
ZWCL_1215              4184   6.61   0.75   0.70   1.796000   1.874000  1.050e-02  4.883e-03
ZWCL_1215              4184   6.61   0.75   0.80   1.796000   1.883000  1.200e-02  3.296e-03
ZWCL_1215              4184   6.61   1.00   0.50   1.796000   1.839000  7.500e-03  7.422e-03
ZWCL_1215              4184   6.61   1.00   0.60   1.796000   1.868000  9.000e-03  6.028e-03
ZWCL_1215              4184   6.61   1.00   0.70   1.796000   1.876000  1.050e-02  4.639e-03
ZWCL_1215              4184   6.61   1.00   0.80   1.796000   1.884000  1.200e-02  3.131e-03
###### Finished simulating spectra Tue Dec 12 18:31:10 2006 ######

