# Custom: see config file for specs; E/Cts Range = 0.7 - 7.0 keV
# See config for Nh-fro/free, Fe-fro/free, Confidence Levels = 2.71; Sys err = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     Cr   Src% redstat    dof
NGC_6338                    4194   0.00   7.87  2.60  0.00  0.00  2.31  2.26  2.36  0.39  0.36  0.43   1.08e-02   1.06e-02   1.11e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0280  1.284   64.3   1.21    425
PKS_0745-191                6103   0.00   4.11 40.80  0.00  0.00  7.01  6.78  7.25  0.39  0.35  0.44   5.98e-02   5.91e-02   6.06e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  5.145   95.5   1.07    396
RBS_0797                    2202   0.00   1.36  2.22  0.00  0.00  6.59  6.13  7.11  0.31  0.22  0.41   8.48e-03   8.24e-03   8.73e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.762   95.8   0.99    179
RDCS_1252-29                4198   0.00   0.38  6.06  0.00  0.00  4.43  3.25  6.38  1.27  0.45  3.14   7.97e-05   5.46e-05   9.94e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.2370  0.003   63.8   0.93     15
RX_J0232.2-4420             4993   0.00   1.62  2.53  0.00  0.00  7.14  6.62  7.74  0.50  0.38  0.62   6.12e-03   5.94e-03   6.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2836  0.588   92.9   1.11    199
RX_J0340-4542               6954   0.00   3.15  1.63  0.00  0.00  3.09  2.74  3.47  0.69  0.41  1.06   1.13e-03   9.95e-04   1.27e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0818  0.150   49.8   1.13    121
RX_J0439+0520                527   0.00   1.69 10.02  0.00  0.00  3.98  3.70  4.29  0.46  0.31  0.62   4.49e-03   4.23e-03   4.75e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2080  0.427   90.4   0.84    118
RX_J0439.0+0715             3583   0.00   1.99 11.16  0.00  0.00  5.51  5.21  5.84  0.32  0.24  0.41   5.79e-03   5.64e-03   5.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.515   88.4   1.44    311
RX_J0439.0+0715             1449   0.00   1.99 11.16  0.00  0.00  5.51  5.21  5.84  0.32  0.24  0.41   5.79e-03   5.64e-03   5.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.515   88.4   1.44    311
RX_J0528.9-3927             4994   0.00   1.93  2.36  0.00  0.00  7.69  6.99  8.52  0.23  0.11  0.35   4.94e-03   4.78e-03   5.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2632  0.476   90.7   1.12    181
RX_J0647.7+7015             3196   0.00   0.92  5.18  0.00  0.00 11.15  9.71 13.01  0.26  0.08  0.43   1.89e-03   1.80e-03   1.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.128   88.5   0.91    159
RX_J0647.7+7015             3584   0.00   0.92  5.18  0.00  0.00 11.15  9.71 13.01  0.26  0.08  0.43   1.89e-03   1.80e-03   1.98e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.128   88.5   0.91    159
RX_J0819.6+6336             2199   0.00   2.45  4.11  0.00  0.00  3.44  3.16  3.78  0.21  0.10  0.35   3.14e-03   2.95e-03   3.33e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1190  0.472    6.2   1.15    139
RX_J0910+5422               2452   0.00   0.34  2.07  0.00  0.00  4.92  3.26  8.05  0.25  0.00  0.99   5.71e-05   4.33e-05   7.44e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.1000  0.002   45.6   0.43     17
RX_J0910+5422               2227   0.00   0.34  2.07  0.00  0.00  4.92  3.26  8.05  0.25  0.00  0.99   5.71e-05   4.33e-05   7.44e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  1.1000  0.002   45.6   0.43     17
RX_J1347.5-1145              507   0.00   1.53  4.89  0.00  0.00 12.53 12.02 13.08  0.39  0.33  0.44   1.30e-02   1.28e-02   1.32e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  1.490   97.1   1.17    611
RX_J1347.5-1145             3592   0.00   1.53  4.89  0.00  0.00 12.53 12.02 13.08  0.39  0.33  0.44   1.30e-02   1.28e-02   1.32e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  1.490   97.1   1.17    611
RX_J1350+6007               2229   0.00   0.50  1.77  0.00  0.00  3.40  2.57  5.13  0.48  0.00  1.39   1.43e-04   9.24e-05   1.86e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8040  0.006   68.7   1.03     11
RX_J1423.8+2404             4195   0.00   1.02  2.65  0.00  0.00  5.83  5.63  6.04  0.45  0.39  0.50   2.58e-03   2.54e-03   2.63e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.243   94.0   1.05    364
RX_J1423.8+2404             1657   0.00   1.02  2.65  0.00  0.00  5.83  5.63  6.04  0.45  0.39  0.50   2.58e-03   2.54e-03   2.63e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.243   94.0   1.05    364
RX_J1504.1-0248             5793   0.00   2.28  6.27  0.00  0.00  6.70  6.57  6.85  0.40  0.37  0.43   2.87e-02   2.85e-02   2.90e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2150  2.817   97.1   1.24    405
RX_J1525+0958               1664   0.00   0.79  2.96  0.00  0.00  3.87  3.36  4.55  0.75  0.42  1.17   3.53e-04   3.14e-04   3.98e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5160  0.025   83.5   1.75     44
RX_J1532.9+3021             1665   0.00   1.27  2.21  0.00  0.00  5.19  4.95  5.45  0.47  0.38  0.55   7.10e-03   6.89e-03   7.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.627   88.5   1.06    305
RX_J1532.9+3021             1649   0.00   1.27  2.21  0.00  0.00  5.19  4.95  5.45  0.47  0.38  0.55   7.10e-03   6.89e-03   7.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.627   88.5   1.06    305
RX_J1716.9+6708              548   0.00   1.11  3.71  0.00  0.00  6.46  5.31  8.02  0.64  0.32  1.02   4.81e-04   4.40e-04   5.28e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8100  0.029   65.2   0.81     57
RX_J1720.1+2638             4361   0.00   2.23  4.02  0.00  0.00  5.70  5.51  5.89  0.39  0.33  0.45   1.41e-02   1.38e-02   1.43e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  1.529   95.8   1.14    336
RX_J1720.2+3536             7225   0.00   1.01  3.35  0.00  0.00  6.25  5.92  6.61  0.44  0.35  0.53   2.83e-03   2.60e-03   3.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.228   93.2   1.12    342
RX_J1720.2+3536             3280   0.00   1.01  3.35  0.00  0.00  6.25  5.92  6.61  0.44  0.35  0.53   2.83e-03   2.60e-03   3.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.228   93.2   1.12    342
RX_J1720.2+3536             6107   0.00   1.01  3.35  0.00  0.00  6.25  5.92  6.61  0.44  0.35  0.53   2.83e-03   2.60e-03   3.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.228   93.2   1.12    342
RX_J2011.3-5725             4995   0.00   1.16  4.76  0.00  0.00  4.14  3.83  4.50  0.44  0.29  0.60   1.88e-03   1.78e-03   1.99e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2786  0.166   89.6   1.09    116
RX_J2129.6+0005              552   0.00   2.37  4.30  0.00  0.00  5.56  5.20  5.98  0.48  0.36  0.62   7.62e-03   7.34e-03   7.90e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2350  0.789   89.9   1.13    173
S0463                       6956   0.00   2.80  1.06  0.00  0.00  3.36  2.99  3.69  0.30  0.14  0.49   1.00e-01   0.00e+00   1.00e+24  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0986  0.100   54.6 161.64    153
S0463                       7250   0.00   2.80  1.06  0.00  0.00  3.36  2.99  3.69  0.30  0.14  0.49   1.00e-01   0.00e+00   1.00e+24  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0986  0.100   54.6 161.64    153
TRIANG_AUSTR                1281   0.00   9.01 13.27  0.00  0.00  9.23  8.96  9.53  0.09  0.06  0.13   9.11e-02   9.05e-02   9.19e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0510 11.090   89.1   4.36    427
V_1121.0+2327               1660   0.00   1.02  1.30  0.00  0.00  4.16  3.55  4.97  0.37  0.13  0.67   3.81e-04   3.50e-04   4.19e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5600  0.024   74.4   1.14     59
ZWCL_1215                   4184   0.00   3.25  1.76  0.00  0.00  6.62  6.24  7.06  0.33  0.23  0.44   1.14e-02   1.11e-02   1.17e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0750  1.405   92.2   1.07    263
ZWCL_1358+6245               516   0.00   1.51  1.94  0.00  0.00  7.97  7.36  8.67  0.52  0.39  0.67   2.53e-03   2.45e-03   2.60e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3280  0.343   69.6   1.00    201
ZWCL_1953                   1659   0.00   1.95  3.10  0.00  0.00  8.32  7.37  9.55  0.19  0.05  0.33   3.22e-03   3.11e-03   3.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3800  0.275   82.7   0.86    162
ZWCL_3146                    909   0.00   2.19  2.70  0.00  0.00  6.29  6.10  6.47  0.35  0.30  0.39   1.18e-02   1.17e-02   1.19e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2900  1.180   93.6   1.16    368
ZWCL_5247                    539   0.00   2.12  1.70  0.00  0.00  5.04  4.32  6.06  0.23  0.01  0.48   1.93e-03   1.79e-03   2.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2290  0.197   77.8   0.93     63
ZWCL_7160                    543   0.00   2.07  3.10  0.00  0.00  4.35  4.09  4.63  0.41  0.31  0.53   7.30e-03   7.01e-03   7.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2578  0.715   91.3   0.79    153
ZWICKY_2701                 3195   0.00   1.64  0.83  0.00  0.00  4.58  4.38  4.80  0.52  0.43  0.62   3.94e-03   3.82e-03   4.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2100  0.599   76.4   0.88    199
ZwCL_1332.8+5043            5772   0.00   1.07  1.10  0.00  0.00  3.54  2.28  5.90  0.00  0.00  4.10   5.00e-04   1.87e-04   5.88e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6200  0.021   62.6   0.28      4
ZwCl_0848.5+3341            4205   0.00   1.18  1.12  0.00  0.00  7.07  5.61  9.60  0.32  0.00  0.69   8.52e-04   7.77e-04   9.29e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3706  0.104   51.1   0.84     45
