###### Started simulating spectra at Wed Nov  1 18:13:19 2006 ######
# Cluster             ObsID    Tx1    Tx2    Eta    RealCTR    FakeCTR      Norm1      Norm2
ABELL_1204             2205   3.73   0.75   0.96   0.325000   0.349900  2.947e-03  1.738e-04
ABELL_1204             2205   3.73   0.75   0.97   0.325000   0.347400  2.978e-03  1.872e-04
ABELL_1204             2205   3.73   0.75   0.98   0.325000   0.357500  3.009e-03  1.560e-04
ABELL_1204             2205   3.73   0.75   0.99   0.325000   0.361500  3.039e-03  1.400e-04
ABELL_1204             2205   3.73   1.00   0.96   0.325000   0.350800  2.947e-03  1.738e-04
ABELL_1204             2205   3.73   1.00   0.97   0.325000   0.351300  2.978e-03  1.647e-04
ABELL_1204             2205   3.73   1.00   0.98   0.325000   0.358100  3.009e-03  1.478e-04
ABELL_1204             2205   3.73   1.00   0.99   0.325000   0.359600  3.039e-03  1.478e-04
ABELL_1361             2200   5.75   0.50   0.96   0.365000   0.439300  1.968e-03  1.559e-05
ABELL_1361             2200   5.75   0.50   0.97   0.365000   0.445500  1.989e-03  1.496e-05
ABELL_1361             2200   5.75   0.50   0.98   0.365000   0.455900  2.009e-03  1.082e-05
ABELL_1361             2200   5.75   0.50   0.99   0.365000   0.450300  2.030e-03  6.014e-06
ABELL_1361             2200   5.75   0.75   0.96   0.365000   0.444100  1.968e-03  1.559e-05
ABELL_1361             2200   5.75   0.75   0.97   0.365000   0.444400  1.989e-03  1.082e-05
ABELL_1361             2200   5.75   0.75   0.98   0.365000   0.439000  2.009e-03  8.660e-06
ABELL_1361             2200   5.75   0.75   0.99   0.365000   0.462900  2.030e-03  5.011e-06
ABELL_1361             2200   5.75   1.00   0.96   0.365000   0.448800  1.968e-03  1.870e-05
ABELL_1361             2200   5.75   1.00   0.97   0.365000   0.449500  1.989e-03  1.299e-05
ABELL_1361             2200   5.75   1.00   0.98   0.365000   0.458300  2.009e-03  7.517e-06
ABELL_1361             2200   5.75   1.00   0.99   0.365000   0.447400  2.030e-03  7.517e-06
ABELL_1413             5003   7.58   0.50   0.96   1.015000   1.103000  1.037e-02  1.952e-03
exited via iteration cut-off
exited via overflow
ABELL_1413             5003   7.58   0.50   0.97   1.015000   1.101000  1.048e-02  1.669e-03
exited via iteration cut-off
ABELL_1413             5003   7.58   0.50   0.98   1.015000   1.112000  1.058e-02  1.659e-03
exited via iteration cut-off
exited via overflow
ABELL_1413             5003   7.58   0.50   0.99   1.015000   1.108000  1.069e-02  1.383e-03
exited via iteration cut-off
exited via overflow
ABELL_1413             5003   7.58   0.75   0.96   1.015000   1.081000  1.037e-02  1.070e-03
ABELL_1413             5003   7.58   0.75   0.97   1.015000   1.102000  1.048e-02  1.156e-03
exited via iteration cut-off
ABELL_1413             5003   7.58   0.75   0.98   1.015000   1.098000  1.058e-02  8.917e-04
exited via iteration cut-off
ABELL_1413             5003   7.58   0.75   0.99   1.015000   1.105000  1.069e-02  8.868e-04
exited via iteration cut-off
ABELL_1413             5003   7.58   1.00   0.96   1.015000   1.075000  1.037e-02  7.948e-04
ABELL_1413             5003   7.58   1.00   0.97   1.015000   1.105000  1.048e-02  9.731e-04
exited via iteration cut-off
exited via overflow
ABELL_1413             5003   7.58   1.00   0.98   1.015000   1.096000  1.058e-02  7.134e-04
ABELL_1413             5003   7.58   1.00   0.99   1.015000   1.097000  1.069e-02  7.094e-04
exited via iteration cut-off
ABELL_1423              538   6.84   0.50   0.96   0.186000   0.204100  1.670e-03  1.560e-04
ABELL_1423              538   6.84   0.50   0.97   0.186000   0.209600  1.688e-03  1.478e-04
ABELL_1423              538   6.84   0.50   0.98   0.186000   0.203200  1.705e-03  1.326e-04
ABELL_1423              538   6.84   0.50   0.99   0.186000   0.201900  1.723e-03  1.326e-04
ABELL_1423              538   6.84   0.75   0.96   0.186000   0.199900  1.670e-03  1.105e-04
ABELL_1423              538   6.84   0.75   0.97   0.186000   0.203100  1.688e-03  1.232e-04
ABELL_1423              538   6.84   0.75   0.98   0.186000   0.206600  1.705e-03  9.853e-05
ABELL_1423              538   6.84   0.75   0.99   0.186000   0.206100  1.723e-03  8.843e-05
ABELL_1423              538   6.84   1.00   0.96   0.186000   0.211700  1.670e-03  9.334e-05
ABELL_1423              538   6.84   1.00   0.97   0.186000   0.210200  1.688e-03  1.040e-04
ABELL_1423              538   6.84   1.00   0.98   0.186000   0.199700  1.705e-03  9.334e-05
ABELL_1423              538   6.84   1.00   0.99   0.186000   0.199600  1.723e-03  9.334e-05
ABELL_1650             4178   6.17   0.50   0.96   2.139000   2.490000  1.238e-02  1.885e-04
ABELL_1650             4178   6.17   0.50   0.97   2.139000   2.556000  1.251e-02  2.873e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   0.50   0.98   2.139000   2.565000  1.264e-02  2.660e-04
exited via iteration cut-off
exited via overflow
ABELL_1650             4178   6.17   0.50   0.99   2.139000   2.585000  1.277e-02  2.956e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   0.75   0.96   2.139000   2.516000  1.238e-02  2.660e-04
exited via iteration cut-off
exited via overflow
ABELL_1650             4178   6.17   0.75   0.97   2.139000   2.516000  1.251e-02  1.745e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   0.75   0.98   2.139000   2.591000  1.264e-02  3.284e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   0.75   0.99   2.139000   2.602000  1.277e-02  2.463e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   1.00   0.96   2.139000   2.553000  1.238e-02  4.379e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   1.00   0.97   2.139000   2.521000  1.251e-02  1.939e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   1.00   0.98   2.139000   2.582000  1.264e-02  2.956e-04
exited via iteration cut-off
ABELL_1650             4178   6.17   1.00   0.99   2.139000   2.556000  1.277e-02  2.394e-04
exited via iteration cut-off
ABELL_1651             4185   6.66   0.50   0.96   1.668000   1.780000  1.296e-02  9.412e-04
ABELL_1651             4185   6.66   0.50   0.97   1.668000   1.802000  1.309e-02  9.412e-04
ABELL_1651             4185   6.66   0.50   0.98   1.668000   1.796000  1.323e-02  8.003e-04
ABELL_1651             4185   6.66   0.50   0.99   1.668000   1.820000  1.337e-02  7.183e-04
ABELL_1651             4185   6.66   0.75   0.96   1.668000   1.750000  1.296e-02  7.904e-04
ABELL_1651             4185   6.66   0.75   0.97   1.668000   1.793000  1.309e-02  7.134e-04
ABELL_1651             4185   6.66   0.75   0.98   1.668000   1.833000  1.323e-02  6.758e-04
ABELL_1651             4185   6.66   0.75   0.99   1.668000   1.810000  1.337e-02  5.632e-04
ABELL_1651             4185   6.66   1.00   0.96   1.668000   1.804000  1.296e-02  8.343e-04
exited via iteration cut-off
ABELL_1651             4185   6.66   1.00   0.97   1.668000   1.775000  1.309e-02  6.402e-04
ABELL_1651             4185   6.66   1.00   0.98   1.668000   1.805000  1.323e-02  5.632e-04
ABELL_1651             4185   6.66   1.00   0.99   1.668000   1.818000  1.337e-02  5.912e-04
exited via iteration cut-off
ABELL_1664             1648   4.79   0.50   0.96   0.473000   0.537700  3.293e-03  2.262e-04
ABELL_1664             1648   4.79   0.50   0.97   0.473000   0.531100  3.327e-03  1.885e-04
ABELL_1664             1648   4.79   0.50   0.98   0.473000   0.551600  3.361e-03  1.885e-04
ABELL_1664             1648   4.79   0.50   0.99   0.473000   0.551800  3.396e-03  1.885e-04
ABELL_1664             1648   4.79   0.75   0.96   0.473000   0.530700  3.293e-03  1.257e-04
ABELL_1664             1648   4.79   0.75   0.97   0.473000   0.535200  3.327e-03  1.571e-04
ABELL_1664             1648   4.79   0.75   0.98   0.473000   0.535300  3.361e-03  1.508e-04
ABELL_1664             1648   4.79   0.75   0.99   0.473000   0.554000  3.396e-03  1.047e-04
ABELL_1664             1648   4.79   1.00   0.96   0.473000   0.540300  3.293e-03  1.571e-04
ABELL_1664             1648   4.79   1.00   0.97   0.473000   0.542200  3.327e-03  1.257e-04
ABELL_1664             1648   4.79   1.00   0.98   0.473000   0.526800  3.361e-03  1.257e-04
ABELL_1664             1648   4.79   1.00   0.99   0.473000   0.544400  3.396e-03  1.047e-04
ABELL_1682             3244   7.21   0.50   0.96   0.320000   0.330900  3.158e-03  5.794e-04
ABELL_1682             3244   7.21   0.50   0.97   0.320000   0.348000  3.191e-03  4.756e-04
ABELL_1682             3244   7.21   0.50   0.98   0.320000   0.340300  3.224e-03  3.755e-04
ABELL_1682             3244   7.21   0.50   0.99   0.320000   0.334500  3.257e-03  3.744e-04
ABELL_1682             3244   7.21   0.75   0.96   0.320000   0.335200  3.158e-03  3.670e-04
ABELL_1682             3244   7.21   0.75   0.97   0.320000   0.332200  3.191e-03  3.129e-04
ABELL_1682             3244   7.21   0.75   0.98   0.320000   0.334800  3.224e-03  3.467e-04
ABELL_1682             3244   7.21   0.75   0.99   0.320000   0.335700  3.257e-03  3.129e-04
ABELL_1682             3244   7.21   1.00   0.96   0.320000   0.339000  3.158e-03  3.129e-04
ABELL_1682             3244   7.21   1.00   0.97   0.320000   0.335600  3.191e-03  2.964e-04
ABELL_1682             3244   7.21   1.00   0.98   0.320000   0.335200  3.224e-03  2.470e-04
ABELL_1682             3244   7.21   1.00   0.99   0.320000   0.351100  3.257e-03  2.470e-04
ABELL_1689             5004   9.75   0.50   0.96   1.498000   1.583000  1.373e-02  1.987e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   0.50   0.97   1.498000   1.628000  1.387e-02  2.318e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   0.50   0.98   1.498000   1.608000  1.401e-02  1.605e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   0.50   0.99   1.498000   1.627000  1.416e-02  1.867e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   0.75   0.96   1.498000   1.617000  1.373e-02  1.545e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   0.75   0.97   1.498000   1.604000  1.387e-02  1.545e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   0.75   0.98   1.498000   1.615000  1.401e-02  1.126e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   0.75   0.99   1.498000   1.639000  1.416e-02  1.070e-03
ABELL_1689             5004   9.75   1.00   0.96   1.498000   1.592000  1.373e-02  1.192e-03
ABELL_1689             5004   9.75   1.00   0.97   1.498000   1.610000  1.387e-02  1.252e-03
exited via iteration cut-off
ABELL_1689             5004   9.75   1.00   0.98   1.498000   1.627000  1.401e-02  1.014e-03
ABELL_1689             5004   9.75   1.00   0.99   1.498000   1.626000  1.416e-02  9.604e-04
ABELL_1758             2213  15.88   0.50   0.96   0.734000   0.854800  5.453e-03  1.885e-04
ABELL_1758             2213  15.88   0.50   0.97   0.734000   0.861000  5.510e-03  1.571e-04
exited via iteration cut-off
ABELL_1758             2213  15.88   0.50   0.98   0.734000   0.882500  5.566e-03  2.660e-04
exited via iteration cut-off
exited via overflow
ABELL_1758             2213  15.88   0.50   0.99   0.734000   0.882000  5.623e-03  1.309e-04
exited via iteration cut-off
ABELL_1758             2213  15.88   0.75   0.96   0.734000   0.870900  5.453e-03  2.155e-04
exited via iteration cut-off
ABELL_1758             2213  15.88   0.75   0.97   0.734000   0.870600  5.510e-03  1.616e-04
exited via iteration cut-off
ABELL_1758             2213  15.88   0.75   0.98   0.734000   0.877500  5.566e-03  1.309e-04
ABELL_1758             2213  15.88   0.75   0.99   0.734000   0.894800  5.623e-03  2.189e-04
exited via iteration cut-off
ABELL_1758             2213  15.88   1.00   0.96   0.734000   0.881600  5.453e-03  2.660e-04
exited via iteration cut-off
exited via overflow
ABELL_1758             2213  15.88   1.00   0.97   0.734000   0.869100  5.510e-03  1.437e-04
exited via iteration cut-off
ABELL_1758             2213  15.88   1.00   0.98   0.734000   0.872300  5.566e-03  1.596e-04
exited via iteration cut-off
ABELL_1758             2213  15.88   1.00   0.99   0.734000   0.900500  5.623e-03  2.189e-04
exited via iteration cut-off
ABELL_1763             3591   7.70   0.50   0.96   0.685000   0.726500  6.346e-03  1.258e-03
exited via iteration cut-off
ABELL_1763             3591   7.70   0.50   0.97   0.685000   0.730300  6.412e-03  1.129e-03
ABELL_1763             3591   7.70   0.50   0.98   0.685000   0.737100  6.478e-03  1.014e-03
ABELL_1763             3591   7.70   0.50   0.99   0.685000   0.735400  6.544e-03  1.014e-03
ABELL_1763             3591   7.70   0.75   0.96   0.685000   0.716200  6.346e-03  8.807e-04
ABELL_1763             3591   7.70   0.75   0.97   0.685000   0.727900  6.412e-03  7.530e-04
ABELL_1763             3591   7.70   0.75   0.98   0.685000   0.727700  6.478e-03  7.134e-04
ABELL_1763             3591   7.70   0.75   0.99   0.685000   0.734300  6.544e-03  5.945e-04
ABELL_1763             3591   7.70   1.00   0.96   0.685000   0.726400  6.346e-03  6.992e-04
ABELL_1763             3591   7.70   1.00   0.97   0.685000   0.747800  6.412e-03  8.560e-04
exited via iteration cut-off
exited via overflow
ABELL_1763             3591   7.70   1.00   0.98   0.685000   0.731100  6.478e-03  6.275e-04
ABELL_1763             3591   7.70   1.00   0.99   0.685000   0.747100  6.544e-03  5.335e-04
ABELL_1835              495  10.04   0.50   0.96   1.807000   2.231000  1.190e-02  4.871e-05
exited via iteration cut-off
ABELL_1835              495  10.04   0.50   0.97   1.807000   2.266000  1.203e-02  3.132e-05
exited via iteration cut-off
ABELL_1835              495  10.04   0.50   0.98   1.807000   2.293000  1.215e-02  6.187e-05
exited via iteration cut-off
exited via overflow
ABELL_1835              495  10.04   0.50   0.99   1.807000   2.299000  1.228e-02  1.468e-05
ABELL_1835              495  10.04   0.75   0.96   1.807000   2.248000  1.190e-02  5.196e-05
exited via iteration cut-off
ABELL_1835              495  10.04   0.75   0.97   1.807000   2.298000  1.203e-02  5.499e-05
exited via iteration cut-off
ABELL_1835              495  10.04   0.75   0.98   1.807000   2.282000  1.215e-02  2.320e-05
exited via iteration cut-off
ABELL_1835              495  10.04   0.75   0.99   1.807000   2.313000  1.228e-02  1.740e-05
exited via iteration cut-off
ABELL_1835              495  10.04   1.00   0.96   1.807000   2.235000  1.190e-02  5.773e-05
exited via iteration cut-off
ABELL_1835              495  10.04   1.00   0.97   1.807000   2.271000  1.203e-02  2.320e-05
exited via iteration cut-off
ABELL_1835              495  10.04   1.00   0.98   1.807000   2.300000  1.215e-02  7.332e-05
exited via iteration cut-off
ABELL_1835              495  10.04   1.00   0.99   1.807000   2.294000  1.228e-02  9.788e-06
ABELL_1942             3290   4.99   0.50   0.96   0.103000   0.107400  1.046e-03  1.830e-04
ABELL_1942             3290   4.99   0.50   0.97   0.103000   0.110800  1.057e-03  1.647e-04
ABELL_1942             3290   4.99   0.50   0.98   0.103000   0.112900  1.068e-03  1.560e-04
ABELL_1942             3290   4.99   0.50   0.99   0.103000   0.114400  1.079e-03  1.478e-04
ABELL_1942             3290   4.99   0.75   0.96   0.103000   0.110300  1.046e-03  1.223e-04
ABELL_1942             3290   4.99   0.75   0.97   0.103000   0.110600  1.057e-03  1.098e-04
ABELL_1942             3290   4.99   0.75   0.98   0.103000   0.111700  1.068e-03  1.040e-04
ABELL_1942             3290   4.99   0.75   0.99   0.103000   0.111200  1.079e-03  9.853e-05
ABELL_1942             3290   4.99   1.00   0.96   0.103000   0.109100  1.046e-03  1.040e-04
ABELL_1942             3290   4.99   1.00   0.97   0.103000   0.109700  1.057e-03  9.853e-05
ABELL_1942             3290   4.99   1.00   0.98   0.103000   0.111000  1.068e-03  9.853e-05
ABELL_1942             3290   4.99   1.00   0.99   0.103000   0.110700  1.079e-03  8.211e-05
ABELL_1991             3193   2.57   0.50   0.96   0.670000   0.799100  4.147e-03  7.272e-05
exited via iteration cut-off
ABELL_1991             3193   2.57   0.50   0.97   0.670000   0.801600  4.190e-03  4.848e-05
exited via iteration cut-off
ABELL_1991             3193   2.57   0.50   0.98   0.670000   0.822700  4.234e-03  8.211e-05
exited via iteration cut-off
exited via overflow
ABELL_1991             3193   2.57   0.50   0.99   0.670000   0.820400  4.277e-03  5.542e-05
exited via iteration cut-off
ABELL_1991             3193   2.57   0.75   0.96   0.670000   0.794300  4.147e-03  5.818e-05
ABELL_1991             3193   2.57   0.75   0.97   0.670000   0.800800  4.190e-03  4.848e-05
ABELL_1991             3193   2.57   0.75   0.98   0.670000   0.807700  4.234e-03  4.848e-05
ABELL_1991             3193   2.57   0.75   0.99   0.670000   0.821100  4.277e-03  5.542e-05
exited via iteration cut-off
ABELL_1991             3193   2.57   1.00   0.96   0.670000   0.791100  4.147e-03  8.080e-05
exited via iteration cut-off
ABELL_1991             3193   2.57   1.00   0.97   0.670000   0.804200  4.190e-03  5.985e-05
exited via iteration cut-off
ABELL_1991             3193   2.57   1.00   0.98   0.670000   0.809200  4.234e-03  5.985e-05
exited via iteration cut-off
ABELL_1991             3193   2.57   1.00   0.99   0.670000   0.826900  4.277e-03  8.211e-05
exited via iteration cut-off
exited via overflow
ABELL_2029             4977   8.33   0.50   0.96   5.929000   6.919000  3.475e-02  1.182e-03
exited via iteration cut-off
ABELL_2029             4977   8.33   0.50   0.97   5.929000   7.003000  3.511e-02  1.314e-03
exited via iteration cut-off
ABELL_2029             4977   8.33   0.50   0.98   5.929000   7.053000  3.548e-02  1.182e-03
exited via iteration cut-off
ABELL_2029             4977   8.33   0.50   0.99   5.929000   7.077000  3.584e-02  9.853e-04
exited via iteration cut-off
ABELL_2029             4977   8.33   0.75   0.96   5.929000   6.884000  3.475e-02  9.577e-04
exited via iteration cut-off
ABELL_2029             4977   8.33   0.75   0.97   5.929000   7.062000  3.511e-02  1.314e-03
exited via iteration cut-off
ABELL_2029             4977   8.33   0.75   0.98   5.929000   7.091000  3.548e-02  1.168e-03
exited via iteration cut-off
ABELL_2029             4977   8.33   0.75   0.99   5.929000   7.077000  3.584e-02  8.758e-04
exited via iteration cut-off
ABELL_2029             4977   8.33   1.00   0.96   5.929000   6.860000  3.475e-02  9.577e-04
exited via iteration cut-off
ABELL_2029             4977   8.33   1.00   0.97   5.929000   6.957000  3.511e-02  1.064e-03
exited via iteration cut-off
ABELL_2029             4977   8.33   1.00   0.98   5.929000   7.110000  3.548e-02  1.314e-03
exited via iteration cut-off
ABELL_2029             4977   8.33   1.00   0.99   5.929000   7.080000  3.584e-02  9.853e-04
exited via iteration cut-off
ABELL_2029             6101   8.24   0.50   0.96   4.897000   5.268000  3.802e-02  3.090e-03
exited via iteration cut-off
exited via overflow
ABELL_2029             6101   8.24   0.50   0.97   4.897000   5.233000  3.841e-02  2.253e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   0.50   0.98   4.897000   5.303000  3.881e-02  2.365e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   0.50   0.99   4.897000   5.305000  3.920e-02  2.022e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   0.75   0.96   4.897000   5.298000  3.802e-02  2.318e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   0.75   0.97   4.897000   5.285000  3.841e-02  2.086e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   0.75   0.98   4.897000   5.255000  3.881e-02  1.521e-03
ABELL_2029             6101   8.24   0.75   0.99   4.897000   5.340000  3.920e-02  1.680e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   1.00   0.96   4.897000   5.222000  3.802e-02  1.888e-03
ABELL_2029             6101   8.24   1.00   0.97   4.897000   5.266000  3.841e-02  1.877e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   1.00   0.98   4.897000   5.282000  3.881e-02  1.694e-03
exited via iteration cut-off
ABELL_2029             6101   8.24   1.00   0.99   4.897000   5.252000  3.920e-02  1.284e-03
ABELL_2034             2204   7.16   0.50   0.96   1.379000   1.501000  1.104e-02  9.386e-04
exited via iteration cut-off
ABELL_2034             2204   7.16   0.50   0.97   1.379000   1.490000  1.115e-02  7.509e-04
exited via iteration cut-off
ABELL_2034             2204   7.16   0.50   0.98   1.379000   1.503000  1.127e-02  6.758e-04
exited via iteration cut-off
ABELL_2034             2204   7.16   0.50   0.99   1.379000   1.519000  1.138e-02  6.702e-04
exited via iteration cut-off
ABELL_2034             2204   7.16   0.75   0.96   1.379000   1.499000  1.104e-02  6.934e-04
exited via iteration cut-off
ABELL_2034             2204   7.16   0.75   0.97   1.379000   1.511000  1.115e-02  7.278e-04
exited via iteration cut-off
exited via overflow
ABELL_2034             2204   7.16   0.75   0.98   1.379000   1.500000  1.127e-02  5.335e-04
ABELL_2034             2204   7.16   0.75   0.99   1.379000   1.549000  1.138e-02  6.895e-04
exited via iteration cut-off
exited via overflow
ABELL_2034             2204   7.16   1.00   0.96   1.379000   1.487000  1.104e-02  6.258e-04
exited via iteration cut-off
ABELL_2034             2204   7.16   1.00   0.97   1.379000   1.508000  1.115e-02  6.240e-04
exited via iteration cut-off
ABELL_2034             2204   7.16   1.00   0.98   1.379000   1.504000  1.127e-02  5.055e-04
ABELL_2034             2204   7.16   1.00   0.99   1.379000   1.528000  1.138e-02  5.585e-04
exited via iteration cut-off
ABELL_2104              895   8.48   0.50   0.96   0.919000   1.006000  6.365e-03  2.520e-04
ABELL_2104              895   8.48   0.50   0.97   0.919000   1.016000  6.431e-03  2.262e-04
ABELL_2104              895   8.48   0.50   0.98   0.919000   1.028000  6.497e-03  2.262e-04
ABELL_2104              895   8.48   0.50   0.99   0.919000   1.039000  6.564e-03  2.513e-04
exited via iteration cut-off
ABELL_2104              895   8.48   0.75   0.96   0.919000   1.017000  6.365e-03  2.262e-04
ABELL_2104              895   8.48   0.75   0.97   0.919000   1.013000  6.431e-03  1.885e-04
ABELL_2104              895   8.48   0.75   0.98   0.919000   1.026000  6.497e-03  1.885e-04
ABELL_2104              895   8.48   0.75   0.99   0.919000   1.038000  6.564e-03  1.885e-04
exited via iteration cut-off
ABELL_2104              895   8.48   1.00   0.96   0.919000   1.009000  6.365e-03  2.388e-04
ABELL_2104              895   8.48   1.00   0.97   0.919000   1.020000  6.431e-03  2.094e-04
exited via iteration cut-off
ABELL_2104              895   8.48   1.00   0.98   0.919000   1.036000  6.497e-03  1.885e-04
exited via iteration cut-off
ABELL_2104              895   8.48   1.00   0.99   0.919000   1.046000  6.564e-03  2.094e-04
exited via iteration cut-off
ABELL_2111              544   7.04   0.50   0.96   0.372000   0.407900  3.283e-03  3.963e-04
ABELL_2111              544   7.04   0.50   0.97   0.372000   0.405300  3.317e-03  3.557e-04
ABELL_2111              544   7.04   0.50   0.98   0.372000   0.397300  3.352e-03  2.964e-04
ABELL_2111              544   7.04   0.50   0.99   0.372000   0.404700  3.386e-03  2.964e-04
ABELL_2111              544   7.04   0.75   0.96   0.372000   0.381300  3.283e-03  3.379e-04
ABELL_2111              544   7.04   0.75   0.97   0.372000   0.397500  3.317e-03  2.470e-04
ABELL_2111              544   7.04   0.75   0.98   0.372000   0.397700  3.352e-03  2.217e-04
ABELL_2111              544   7.04   0.75   0.99   0.372000   0.403600  3.386e-03  2.340e-04
ABELL_2111              544   7.04   1.00   0.96   0.372000   0.396800  3.283e-03  2.642e-04
ABELL_2111              544   7.04   1.00   0.97   0.372000   0.397200  3.317e-03  2.217e-04
ABELL_2111              544   7.04   1.00   0.98   0.372000   0.409500  3.352e-03  1.872e-04
ABELL_2111              544   7.04   1.00   0.99   0.372000   0.400100  3.386e-03  1.976e-04
ABELL_2124             3238   5.14   0.50   0.96   0.127000   0.147100  6.941e-04  2.155e-05
ABELL_2124             3238   5.14   0.50   0.97   0.127000   0.144300  7.013e-04  1.496e-05
ABELL_2124             3238   5.14   0.50   0.98   0.127000   0.151400  7.085e-04  1.796e-05
ABELL_2124             3238   5.14   0.50   0.99   0.127000   0.147400  7.158e-04  1.496e-05
ABELL_2124             3238   5.14   0.75   0.96   0.127000   0.140300  6.941e-04  1.796e-05
ABELL_2124             3238   5.14   0.75   0.97   0.127000   0.146100  7.013e-04  1.796e-05
ABELL_2124             3238   5.14   0.75   0.98   0.127000   0.147500  7.085e-04  1.796e-05
ABELL_2124             3238   5.14   0.75   0.99   0.127000   0.149800  7.158e-04  1.496e-05
ABELL_2124             3238   5.14   1.00   0.96   0.127000   0.145200  6.941e-04  2.155e-05
ABELL_2124             3238   5.14   1.00   0.97   0.127000   0.148800  7.013e-04  1.796e-05
ABELL_2124             3238   5.14   1.00   0.98   0.127000   0.147800  7.085e-04  1.247e-05
ABELL_2124             3238   5.14   1.00   0.99   0.127000   0.148900  7.158e-04  1.496e-05
#########################
# 1228: no fit data in ../fits/dat/adj_robs-70_nhfro_fefro_7-7.dat
# 1228: no ARF file for robs-70
# 1228: no RMF file for robs-70
ABELL_2147             3211   3.99   0.50   0.96   1.303000   1.391000  1.027e-02  6.275e-04
ABELL_2147             3211   3.99   0.50   0.97   1.303000   1.395000  1.038e-02  6.275e-04
ABELL_2147             3211   3.99   0.50   0.98   1.303000   1.396000  1.049e-02  5.632e-04
ABELL_2147             3211   3.99   0.50   0.99   1.303000   1.421000  1.059e-02  5.055e-04
ABELL_2147             3211   3.99   0.75   0.96   1.303000   1.383000  1.027e-02  5.520e-04
ABELL_2147             3211   3.99   0.75   0.97   1.303000   1.382000  1.038e-02  4.693e-04
ABELL_2147             3211   3.99   0.75   0.98   1.303000   1.408000  1.049e-02  4.954e-04
ABELL_2147             3211   3.99   0.75   0.99   1.303000   1.401000  1.059e-02  3.990e-04
ABELL_2147             3211   3.99   1.00   0.96   1.303000   1.392000  1.027e-02  5.632e-04
ABELL_2147             3211   3.99   1.00   0.97   1.303000   1.404000  1.038e-02  5.229e-04
ABELL_2147             3211   3.99   1.00   0.98   1.303000   1.405000  1.049e-02  4.693e-04
ABELL_2147             3211   3.99   1.00   0.99   1.303000   1.427000  1.059e-02  4.693e-04
exited via iteration cut-off
ABELL_2163             1653  18.66   0.50   0.96   2.750000   2.962000  2.870e-02  6.867e-03
exited via iteration cut-off
ABELL_2163             1653  18.66   0.50   0.97   2.750000   2.970000  2.900e-02  5.855e-03
exited via iteration cut-off
ABELL_2163             1653  18.66   0.50   0.98   2.750000   2.969000  2.930e-02  5.270e-03
exited via iteration cut-off
exited via overflow
ABELL_2163             1653  18.66   0.50   0.99   2.750000   2.986000  2.960e-02  4.729e-03
exited via iteration cut-off
exited via overflow
ABELL_2163             1653  18.66   0.75   0.96   2.750000   2.956000  2.870e-02  4.120e-03
exited via iteration cut-off
ABELL_2163             1653  18.66   0.75   0.97   2.750000   2.959000  2.900e-02  3.708e-03
exited via iteration cut-off
exited via overflow
ABELL_2163             1653  18.66   0.75   0.98   2.750000   2.966000  2.930e-02  3.337e-03
exited via iteration cut-off
ABELL_2163             1653  18.66   0.75   0.99   2.750000   2.990000  2.960e-02  3.153e-03
exited via iteration cut-off
exited via overflow
ABELL_2163             1653  18.66   1.00   0.96   2.750000   2.967000  2.870e-02  3.708e-03
exited via iteration cut-off
exited via overflow
ABELL_2163             1653  18.66   1.00   0.97   2.750000   2.987000  2.900e-02  3.604e-03
exited via iteration cut-off
ABELL_2163             1653  18.66   1.00   0.98   2.750000   2.987000  2.930e-02  3.073e-03
exited via iteration cut-off
ABELL_2163             1653  18.66   1.00   0.99   2.750000   2.977000  2.960e-02  2.371e-03
exited via iteration cut-off
ABELL_2199              497   4.62   0.50   0.96   2.813000   3.517000  1.334e-02  1.305e-05
exited via iteration cut-off
ABELL_2199              497   4.62   0.50   0.97   2.813000   3.582000  1.348e-02  4.125e-05
exited via iteration cut-off
exited via overflow
ABELL_2199              497   4.62   0.50   0.98   2.813000   3.623000  1.362e-02  3.093e-05
exited via iteration cut-off
ABELL_2199              497   4.62   0.50   0.99   2.813000   3.651000  1.376e-02  3.093e-05
exited via iteration cut-off
ABELL_2199              497   4.62   0.75   0.96   2.813000   3.553000  1.334e-02  3.093e-05
exited via iteration cut-off
