# Model: wabs(mekal) for inner100 spectra; Fit Range = 0.5 - 7.0; Count Rates = 0.5 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
ABELL_0267            3580+1448  0.000  0.450  2.74  0.00  0.00  7.06  6.21  8.20  0.46  0.20  0.74   1.09e-03   1.02e-03   1.16e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.114   96.9   0.87    100
ABELL_0401             518+2309  0.000  1.170 12.48  0.00  0.00  5.57  5.27  5.91  0.33  0.21  0.47   5.77e-03   5.58e-03   5.95e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0745  0.0000  0.0000  0.752   -4.1   2.55    433
ABELL_0426            3209+4289  0.000  4.580 14.56  0.00  0.00  4.08  0.00  0.00  0.56  0.00  0.00   4.38e-01   0.00e+00   0.00e+00  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0179  0.0000  0.0000 75.200   97.6  26.08    884
ABELL_0478            1669+6102  0.000  1.010 30.90  0.00  0.00  5.77  5.69  5.86  0.44  0.42  0.47   3.16e-02   3.13e-02   3.18e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0883  0.0000  0.0000  4.053   99.3   1.19    758
ABELL_0539            5808+7209  0.000  2.890 12.77  0.00  0.00  3.04  2.97  3.14  0.32  0.26  0.37   6.05e-03   5.88e-03   6.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0288  0.0000  0.0000  0.679   85.8   1.01    477
ABELL_0907        3205+3185+535  0.000  0.620  5.69  0.00  0.00  4.64  4.53  4.77  0.55  0.49  0.61   3.60e-03   3.52e-03   3.68e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1527  0.0000  0.0000  0.410   99.1   1.12    609
ABELL_1644            7922+2206  0.000  1.800  5.69  0.00  0.00  3.41  3.34  3.49  0.70  0.64  0.76   4.58e-03   4.48e-03   4.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0471  0.0000  0.0000  0.576   93.3   1.23    521
ABELL_1664            7901+1648  0.000  0.730  8.47  0.00  0.00  3.09  3.02  3.16  0.65  0.59  0.71   4.57e-03   4.46e-03   4.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1276  0.0000  0.0000  0.735   94.5   1.32    396
ABELL_1689        540+1663+5004  0.000  0.530  1.87  0.00  0.00  9.46  8.98  9.98  0.45  0.37  0.53   6.63e-03   6.49e-03   6.78e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1843  0.0000  0.0000  0.814   99.5   1.06    624
ABELL_1795             493+5289  0.000  1.390  1.17  0.00  0.00  4.76  4.69  4.83  0.54  0.51  0.57   2.78e-02   2.76e-02   2.80e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0622  0.0000  0.0000  6.592   99.4   1.19    746
ABELL_2029        4977+6101+891  0.000  1.150  3.26  0.00  0.00  6.92  6.85  6.99  0.60  0.58  0.62   2.96e-02   2.95e-02   2.98e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0765  0.0000  0.0000  5.707   97.9   1.40   1201
ABELL_2052             5807+890  0.000  2.370  2.85  0.00  0.00  2.87  2.86  2.89  0.69  0.67  0.70   2.10e-02   2.09e-02   2.12e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0353  0.0000  0.0000  4.405   91.9   4.84    827
ABELL_2063            4187+6263  0.000  2.390  3.21  0.00  0.00  3.73  3.64  3.82  0.54  0.49  0.59   9.84e-03   9.61e-03   1.01e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0351  0.0000  0.0000  1.406   87.9   1.14    495
ABELL_2142       5005+1228+1196  0.000  0.990  4.31  0.00  0.00  6.71  6.53  6.89  0.33  0.29  0.37   1.46e-02   1.44e-02   1.47e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0898  0.0000  0.0000  1.727   99.1   1.16    406
ABELL_2204        7940+6104+499  0.000  0.620  5.84  0.00  0.00  5.75  5.68  5.83  0.56  0.54  0.58   1.49e-02   1.48e-02   1.50e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1524  0.0000  0.0000  1.697   98.9   1.38    959
ABELL_2744      7915+8477+8557+2212  0.000  0.370  1.82  0.00  0.00 11.63 10.01 13.76  0.25  0.02  0.49   4.08e-04   3.77e-04   4.37e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3080  0.0000  0.0000  0.040   89.5   0.99    188
ABELL_3158            3201+3712  0.000  1.480  1.60  0.00  0.00  5.64  5.46  5.83  0.48  0.41  0.55   4.81e-03   4.71e-03   4.90e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0586  0.0000  0.0000  0.696   96.7   1.04    546
ABELL_3376            3202+3450  0.000  1.860  5.21  0.00  0.00  3.88  3.67  4.10  0.35  0.25  0.47   1.42e-03   1.36e-03   1.48e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0456  0.0000  0.0000  0.183   77.7   1.02    309
ABELL_3667      5751+889+5752+5753  0.000  1.540  5.45  0.00  0.00  5.82  5.73  5.92  0.39  0.36  0.42   5.00e-03   4.96e-03   5.05e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0556  0.0000  0.0000  0.616   93.2   1.57   1486
CID_0072        7321+2018+6949+7322  0.000  2.430  2.43  0.00  0.00  1.88  1.86  1.90  0.42  0.40  0.44   5.14e-03   5.05e-03   5.24e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0344  0.0000  0.0000  0.662   87.7   1.42   1008
CL_J1226.9+3332   5014+3180+932  0.000  0.210  1.37  0.00  0.00  9.64  7.77 12.32  0.19  0.00  0.48   4.32e-04   3.94e-04   4.70e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.8900  0.0000  0.0000  0.021   89.1   0.65     53
ESO_3060170           3188+3189  0.000  2.340  3.45  0.00  0.00  2.53  2.45  2.61  0.60  0.52  0.68   5.08e-03   4.88e-03   5.30e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0358  0.0000  0.0000  0.715   89.9   1.09    349
HERCULES_A       5796+6257+1625  0.000  0.620  6.27  0.00  0.00  3.54  3.46  3.63  0.65  0.59  0.71   1.99e-03   1.95e-03   2.04e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1541  0.0000  0.0000  0.326   91.7   1.12    531
HYDRA_A                4970+576  0.000  1.560  4.82  0.00  0.00  3.40  3.38  3.43  0.45  0.44  0.46   2.36e-02   2.35e-02   2.37e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0549  0.0000  0.0000  4.325   95.3   1.63    775
M87                   5826+5827  0.000 18.340  0.00  0.00  0.00  2.33  0.00  0.00  0.74  0.00  0.00   2.11e-01   0.00e+00   0.00e+00  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0000  0.0000  0.0000 33.400   96.7  64.05    441
MACS_J0011.7-1523       6105+3261  0.000  0.330  2.08  0.00  0.00  5.91  5.43  6.48  0.24  0.12  0.35   1.05e-03   1.01e-03   1.10e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3600  0.0000  0.0000  0.092   98.8   0.95    166
MACS_J0159.8-0849       6106+3265  0.000  0.300  2.01  0.00  0.00  5.92  5.56  6.32  0.56  0.45  0.68   1.73e-03   1.68e-03   1.80e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4050  0.0000  0.0000  0.154   99.3   0.96    237
MACS_J0257.1-2325       1654+3581  0.000  0.270  2.09  0.00  0.00  8.10  6.72 10.13  0.13  0.00  0.35   7.72e-04   7.21e-04   8.24e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5053  0.0000  0.0000  0.059   98.3   1.07     72
MACS_J0329.6-0211  6108+3582+3257  0.000  0.290  6.21  0.00  0.00  4.51  4.28  4.76  0.61  0.50  0.72   1.53e-03   1.47e-03   1.59e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4500  0.0000  0.0000  0.118   98.8   1.22    246
MACS_J0717.5+3745       4200+1655  0.000  0.250  6.75  0.00  0.00 12.69  9.75 18.03  0.28  0.00  0.61   3.55e-04   3.31e-04   3.83e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5480  0.0000  0.0000  0.026   96.0   1.14     63
MACS_J0744.8+3927  3585+3197+6111  0.000  0.230  4.66  0.00  0.00  8.06  7.20  9.19  0.39  0.23  0.56   7.21e-04   6.73e-04   7.72e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.6860  0.0000  0.0000  0.046   98.2   1.36    136
MACS_J1115.2+5320  3253+5008+5350  0.000  0.290  0.98  0.00  0.00  8.80  6.23 13.45  0.00  0.00  0.46   2.72e-04   2.36e-04   3.07e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4390  0.0000  0.0000  0.021   93.0   0.93     19
MACS_J1149.5+2223       3589+1656  0.000  0.260  2.32  0.00  0.00 10.81  6.72 19.75  0.14  0.00  0.86   2.59e-04   2.22e-04   2.88e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5440  0.0000  0.0000  0.017   96.4   0.60     21
MACS_J1311.0-0310       3258+6110  0.000  0.270  2.18  0.00  0.00  4.87  4.55  5.24  0.56  0.42  0.72   8.94e-04   8.41e-04   9.57e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4940  0.0000  0.0000  0.068   98.2   0.85    145
MACS_J1621.3+3810 6109+6172+3254+3594  0.000  0.280  1.07  0.00  0.00  5.50  5.06  6.01  0.36  0.23  0.50   8.08e-04   7.70e-04   8.47e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4610  0.0000  0.0000  0.065   98.4   1.22    169
MACS_J2214.9-1359       3259+5011  0.000  0.270  3.32  0.00  0.00  8.59  6.80 11.32  0.42  0.11  0.76   5.58e-04   5.14e-04   6.09e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5026  0.0000  0.0000  0.045   97.9   1.24     49
NGC_4636              4415+3926  0.000 25.990  1.82  0.00  0.00  0.68  0.68  0.68  0.21  0.21  0.22   1.61e-02   1.58e-02   1.63e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0031  0.0000  0.0000  1.794   58.3   2.41    884
PKS_0745-191      2427+508+6103  0.000  0.880 43.39  0.00  0.00  5.32  5.24  5.42  0.44  0.41  0.47   3.41e-02   3.37e-02   3.44e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1028  0.0000  0.0000  3.689   99.5   1.24   1084
RBS_0533        3186+3187+5800+5801  0.000  6.630 11.52  0.00  0.00  1.38  1.38  1.39  0.32  0.31  0.33   2.04e-02   2.01e-02   2.07e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0123  0.0000  0.0000  2.123   76.7   4.57   1272
RBS_0797              2202+7902  0.000  0.340  2.22  0.00  0.00  6.19  5.97  6.40  0.49  0.43  0.56   4.69e-03   4.56e-03   4.81e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.0000  0.0000  0.460   97.7   1.09    393
RXCJ0331.1-2100      10790+9415  0.000  0.520  2.14  0.00  0.00  4.46  4.24  4.71  0.82  0.66  1.00   2.96e-03   2.80e-03   3.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1880  0.0000  0.0000  0.359   98.3   1.14    211
RX_J0439.0+0715       3583+1449  0.000  0.450 11.16  0.00  0.00  5.65  5.14  6.27  0.39  0.24  0.56   1.76e-03   1.67e-03   1.84e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.164   97.3   1.08    132
RX_J0647.7+7015       3196+3584  0.000  0.250  5.18  0.00  0.00 11.08  8.66 15.25  0.63  0.20  1.10   5.05e-04   4.60e-04   5.58e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5840  0.0000  0.0000  0.036   98.0   0.88     47
RX_J1347.5-1145        3592+507  0.000  0.290  4.89  0.00  0.00 10.09  9.63 10.61  0.45  0.38  0.52   6.15e-03   6.05e-03   6.24e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4510  0.0000  0.0000  0.503   99.1   1.17    506
RX_J1423.8+2404       1657+4195  0.000  0.250  2.65  0.00  0.00  5.16  4.97  5.35  0.52  0.45  0.59   1.50e-03   1.43e-03   1.56e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.5450  0.0000  0.0000  0.107   96.8   1.23    279
RX_J1532.9+3021       1665+1649  0.000  0.340  2.21  0.00  0.00  4.63  4.40  4.89  0.56  0.45  0.68   4.28e-03   4.11e-03   4.46e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3450  0.0000  0.0000  0.394   98.5   1.00    243
RX_J1720.2+3536  7225+3280+6107  0.000  0.310  3.35  0.00  0.00  5.07  4.76  5.42  0.54  0.42  0.67   1.32e-03   1.17e-03   1.49e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3913  0.0000  0.0000  0.106   98.6   1.03    208
